crop,region,year,window,driver_group,dominant_feature,observed_yield_t_ha,trend_yield_t_ha,yield_gap_t_ha,base_predicted_residual_t_ha,counterfactual_predicted_residual_t_ha,recovered_gap_t_ha,recoverable_fraction,n_changed_features,changed_features_json
Wheat,Illinois,2010,winter,drought,rain_sum,3.8333,4.352921321321304,0.5196213213213041,-0.5444590809134123,-0.2604158272663043,0.28404325364710803,0.5466351013558043,8,"[{""feature"": ""rain_sum"", ""from"": 1116.55, ""to"": 804.935, ""standardized_delta"": 2.1846, ""prediction_gain_t_ha"": 0.284}, {""feature"": ""rain_mean"", ""from"": 3.685, ""to"": 2.6565, ""standardized_delta"": 2.1819, ""prediction_gain_t_ha"": 0.284}, {""feature"": ""dry_days_1mm"", ""from"": 182.0, ""to"": 204.5, ""standardized_delta"": 2.164, ""prediction_gain_t_ha"": 0.284}, {""feature"": ""dry_days_2mm"", ""from"": 207.0, ""to"": 226.0, ""standardized_delta"": 1.9485, ""prediction_gain_t_ha"": 0.284}, {""feature"": ""max_dry_spell_1mm"", ""from"": 13.0, ""to"": 19.0, ""standardized_delta"": 1.2178, ""prediction_gain_t_ha"": 0.284}, {""feature"": ""dry_spell_events_7d"", ""from"": 6.0, ""to"": 9.0, ""standardized_delta"": 1.5339, ""prediction_gain_t_ha"": 0.284}, {""feature"": ""dry_spell_events_14d"", ""from"": 0.0, ""to"": 1.0, ""standardized_delta"": 0.8822, ""prediction_gain_t_ha"": 0.284}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 1.0, ""to"": 8.0, ""standardized_delta"": 1.195, ""prediction_gain_t_ha"": 0.284}]"
Barley,Kansas,2011,spring,heat,heat_days_40,1.5602,2.3180527902979335,0.7578527902979335,-0.6485607169126253,-0.24259541060267878,0.40596530630994654,0.5356783157720512,12,"[{""feature"": ""season_tmax_mean"", ""from"": 31.122, ""to"": 28.6005, ""standardized_delta"": 1.7877, ""prediction_gain_t_ha"": 0.406}, {""feature"": ""season_tmean_mean"", ""from"": 23.776, ""to"": 22.094, ""standardized_delta"": 1.604, ""prediction_gain_t_ha"": 0.406}, {""feature"": ""growing_degree_days_base5"", ""from"": 3436.635, ""to"": 3134.24, ""standardized_delta"": 1.5967, ""prediction_gain_t_ha"": 0.406}, {""feature"": ""heat_days_30"", ""from"": 106.0, ""to"": 84.0, ""standardized_delta"": 1.2599, ""prediction_gain_t_ha"": 0.406}, {""feature"": ""heat_days_35"", ""from"": 69.0, ""to"": 30.5, ""standardized_delta"": 2.5227, ""prediction_gain_t_ha"": 0.406}, {""feature"": ""heat_days_40"", ""from"": 30.0, ""to"": 2.0, ""standardized_delta"": 4.0662, ""prediction_gain_t_ha"": 0.406}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 49.0, ""to"": 21.5, ""standardized_delta"": 2.3992, ""prediction_gain_t_ha"": 0.406}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 25.0, ""to"": 8.0, ""standardized_delta"": 3.3356, ""prediction_gain_t_ha"": 0.406}, {""feature"": ""heatwave_events_3d_30"", ""from"": 7.0, ""to"": 9.0, ""standardized_delta"": 0.8944, ""prediction_gain_t_ha"": 0.406}, {""feature"": ""heatwave_events_3d_35"", ""from"": 9.0, ""to"": 4.0, ""standardized_delta"": 2.4047, ""prediction_gain_t_ha"": 0.406}, {""feature"": ""heat_degree_days_30"", ""from"": 745.34, ""to"": 360.59, ""standardized_delta"": 2.6286, ""prediction_gain_t_ha"": 0.406}, {""feature"": ""heat_degree_days_35"", ""from"": 311.56, ""to"": 69.38, ""standardized_delta"": 3.625, ""prediction_gain_t_ha"": 0.406}]"
Barley,Minnesota,2011,spring,excess_rain,heavy_rain_days_10,2.7438,3.356041471471464,0.6122414714714641,-0.5066833381700151,-0.19157859805503308,0.315104740114982,0.5146739559436536,7,"[{""feature"": ""heavy_rain_days_10"", ""from"": 22.0, ""to"": 18.0, ""standardized_delta"": 0.7864, ""prediction_gain_t_ha"": 0.3151}, {""feature"": ""heavy_rain_days_20"", ""from"": 4.0, ""to"": 5.0, ""standardized_delta"": 0.4679, ""prediction_gain_t_ha"": 0.3151}, {""feature"": ""heavy_rain_days_25"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.672, ""prediction_gain_t_ha"": 0.3151}, {""feature"": ""max_1day_rain"", ""from"": 26.54, ""to"": 34.72, ""standardized_delta"": 0.6605, ""prediction_gain_t_ha"": 0.3151}, {""feature"": ""max_3day_rain"", ""from"": 56.37, ""to"": 52.78, ""standardized_delta"": 0.217, ""prediction_gain_t_ha"": 0.3151}, {""feature"": ""max_7day_rain"", ""from"": 63.59, ""to"": 73.99, ""standardized_delta"": 0.5473, ""prediction_gain_t_ha"": 0.3151}, {""feature"": ""wet_days_1mm"", ""from"": 75.0, ""to"": 71.0, ""standardized_delta"": 0.4629, ""prediction_gain_t_ha"": 0.3151}]"
Barley,North Dakota,2011,spring,excess_rain,wet_days_1mm,2.5286,3.31214567567568,0.78354567567568,-0.6237417806427594,-0.16466196821396484,0.4590798124287946,0.5859005118405042,6,"[{""feature"": ""heavy_rain_days_10"", ""from"": 14.0, ""to"": 10.0, ""standardized_delta"": 1.2046, ""prediction_gain_t_ha"": 0.4591}, {""feature"": ""heavy_rain_days_20"", ""from"": 6.0, ""to"": 2.0, ""standardized_delta"": 1.9638, ""prediction_gain_t_ha"": 0.4591}, {""feature"": ""max_1day_rain"", ""from"": 29.08, ""to"": 32.66, ""standardized_delta"": 0.2996, ""prediction_gain_t_ha"": 0.4591}, {""feature"": ""max_3day_rain"", ""from"": 54.41, ""to"": 46.25, ""standardized_delta"": 0.5361, ""prediction_gain_t_ha"": 0.4591}, {""feature"": ""max_7day_rain"", ""from"": 64.96, ""to"": 60.97, ""standardized_delta"": 0.1656, ""prediction_gain_t_ha"": 0.4591}, {""feature"": ""wet_days_1mm"", ""from"": 80.0, ""to"": 62.0, ""standardized_delta"": 2.0281, ""prediction_gain_t_ha"": 0.4591}]"
Barley,South Dakota,2011,spring,excess_rain,max_3day_rain,1.7754,2.4609163282927105,0.6855163282927104,-0.560239141431563,0.023141886657283704,0.560239141431563,0.8172513451675874,8,"[{""feature"": ""heavy_rain_days_10"", ""from"": 15.0, ""to"": 11.0, ""standardized_delta"": 1.0096, ""prediction_gain_t_ha"": 0.5834}, {""feature"": ""heavy_rain_days_20"", ""from"": 5.0, ""to"": 3.0, ""standardized_delta"": 1.0698, ""prediction_gain_t_ha"": 0.5834}, {""feature"": ""heavy_rain_days_25"", ""from"": 4.0, ""to"": 1.0, ""standardized_delta"": 2.4719, ""prediction_gain_t_ha"": 0.5834}, {""feature"": ""heavy_rain_days_50"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 3.5706, ""prediction_gain_t_ha"": 0.5834}, {""feature"": ""max_1day_rain"", ""from"": 59.9, ""to"": 30.6, ""standardized_delta"": 2.9406, ""prediction_gain_t_ha"": 0.5834}, {""feature"": ""max_3day_rain"", ""from"": 109.72, ""to"": 50.04, ""standardized_delta"": 3.7614, ""prediction_gain_t_ha"": 0.5834}, {""feature"": ""max_7day_rain"", ""from"": 125.77, ""to"": 64.325, ""standardized_delta"": 2.6283, ""prediction_gain_t_ha"": 0.5834}, {""feature"": ""wet_days_1mm"", ""from"": 72.0, ""to"": 64.0, ""standardized_delta"": 1.0311, ""prediction_gain_t_ha"": 0.5834}]"
Oats,Kansas,2011,spring,heat,heat_days_40,1.363,1.866915285285284,0.503915285285284,-0.5522679263457534,-0.21315758578026864,0.3391103405654847,0.6729510901291723,12,"[{""feature"": ""season_tmax_mean"", ""from"": 31.122, ""to"": 28.6005, ""standardized_delta"": 1.7877, ""prediction_gain_t_ha"": 0.3391}, {""feature"": ""season_tmean_mean"", ""from"": 23.776, ""to"": 22.094, ""standardized_delta"": 1.604, ""prediction_gain_t_ha"": 0.3391}, {""feature"": ""growing_degree_days_base5"", ""from"": 3436.635, ""to"": 3134.24, ""standardized_delta"": 1.5967, ""prediction_gain_t_ha"": 0.3391}, {""feature"": ""heat_days_30"", ""from"": 106.0, ""to"": 84.0, ""standardized_delta"": 1.2599, ""prediction_gain_t_ha"": 0.3391}, {""feature"": ""heat_days_35"", ""from"": 69.0, ""to"": 30.5, ""standardized_delta"": 2.5227, ""prediction_gain_t_ha"": 0.3391}, {""feature"": ""heat_days_40"", ""from"": 30.0, ""to"": 2.0, ""standardized_delta"": 4.0662, ""prediction_gain_t_ha"": 0.3391}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 49.0, ""to"": 21.5, ""standardized_delta"": 2.3992, ""prediction_gain_t_ha"": 0.3391}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 25.0, ""to"": 8.0, ""standardized_delta"": 3.3356, ""prediction_gain_t_ha"": 0.3391}, {""feature"": ""heatwave_events_3d_30"", ""from"": 7.0, ""to"": 9.0, ""standardized_delta"": 0.8944, ""prediction_gain_t_ha"": 0.3391}, {""feature"": ""heatwave_events_3d_35"", ""from"": 9.0, ""to"": 4.0, ""standardized_delta"": 2.4047, ""prediction_gain_t_ha"": 0.3391}, {""feature"": ""heat_degree_days_30"", ""from"": 745.34, ""to"": 360.59, ""standardized_delta"": 2.6286, ""prediction_gain_t_ha"": 0.3391}, {""feature"": ""heat_degree_days_35"", ""from"": 311.56, ""to"": 69.38, ""standardized_delta"": 3.625, ""prediction_gain_t_ha"": 0.3391}]"
Oats,Minnesota,2011,spring,drought,dry_spell_events_14d,1.9368,2.349093813813809,0.41229381381380903,-0.3896159031161264,-0.15383905751819968,0.23577684559792675,0.5718660763229473,8,"[{""feature"": ""rain_sum"", ""from"": 585.2, ""to"": 547.17, ""standardized_delta"": 0.3447, ""prediction_gain_t_ha"": 0.2358}, {""feature"": ""rain_mean"", ""from"": 3.198, ""to"": 2.99, ""standardized_delta"": 0.3451, ""prediction_gain_t_ha"": 0.2358}, {""feature"": ""dry_days_1mm"", ""from"": 108.0, ""to"": 112.0, ""standardized_delta"": 0.4629, ""prediction_gain_t_ha"": 0.2358}, {""feature"": ""dry_days_2mm"", ""from"": 125.0, ""to"": 128.0, ""standardized_delta"": 0.3521, ""prediction_gain_t_ha"": 0.2358}, {""feature"": ""max_dry_spell_1mm"", ""from"": 14.0, ""to"": 12.0, ""standardized_delta"": 0.5694, ""prediction_gain_t_ha"": 0.2358}, {""feature"": ""dry_spell_events_7d"", ""from"": 2.0, ""to"": 3.0, ""standardized_delta"": 0.693, ""prediction_gain_t_ha"": 0.2358}, {""feature"": ""dry_spell_events_14d"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.6612, ""prediction_gain_t_ha"": 0.2358}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 3.0, ""to"": 5.0, ""standardized_delta"": 0.2447, ""prediction_gain_t_ha"": 0.2358}]"
Oats,North Dakota,2011,spring,excess_rain,wet_days_1mm,1.8651,2.328129489489477,0.4630294894894771,-0.44293632378133924,-0.12737330587862114,0.3155630179027181,0.6815181863484522,6,"[{""feature"": ""heavy_rain_days_10"", ""from"": 14.0, ""to"": 10.0, ""standardized_delta"": 1.2046, ""prediction_gain_t_ha"": 0.3156}, {""feature"": ""heavy_rain_days_20"", ""from"": 6.0, ""to"": 2.0, ""standardized_delta"": 1.9638, ""prediction_gain_t_ha"": 0.3156}, {""feature"": ""max_1day_rain"", ""from"": 29.08, ""to"": 32.66, ""standardized_delta"": 0.2996, ""prediction_gain_t_ha"": 0.3156}, {""feature"": ""max_3day_rain"", ""from"": 54.41, ""to"": 46.25, ""standardized_delta"": 0.5361, ""prediction_gain_t_ha"": 0.3156}, {""feature"": ""max_7day_rain"", ""from"": 64.96, ""to"": 60.97, ""standardized_delta"": 0.1656, ""prediction_gain_t_ha"": 0.3156}, {""feature"": ""wet_days_1mm"", ""from"": 80.0, ""to"": 62.0, ""standardized_delta"": 2.0281, ""prediction_gain_t_ha"": 0.3156}]"
Oats,South Dakota,2011,spring,excess_rain,max_3day_rain,2.0086,2.5808196696696584,0.5722196696696584,-0.5247838820210251,0.0025147891238067707,0.5247838820210251,0.9171021372333846,8,"[{""feature"": ""heavy_rain_days_10"", ""from"": 15.0, ""to"": 11.0, ""standardized_delta"": 1.0096, ""prediction_gain_t_ha"": 0.5273}, {""feature"": ""heavy_rain_days_20"", ""from"": 5.0, ""to"": 3.0, ""standardized_delta"": 1.0698, ""prediction_gain_t_ha"": 0.5273}, {""feature"": ""heavy_rain_days_25"", ""from"": 4.0, ""to"": 1.0, ""standardized_delta"": 2.4719, ""prediction_gain_t_ha"": 0.5273}, {""feature"": ""heavy_rain_days_50"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 3.5706, ""prediction_gain_t_ha"": 0.5273}, {""feature"": ""max_1day_rain"", ""from"": 59.9, ""to"": 30.6, ""standardized_delta"": 2.9406, ""prediction_gain_t_ha"": 0.5273}, {""feature"": ""max_3day_rain"", ""from"": 109.72, ""to"": 50.04, ""standardized_delta"": 3.7614, ""prediction_gain_t_ha"": 0.5273}, {""feature"": ""max_7day_rain"", ""from"": 125.77, ""to"": 64.325, ""standardized_delta"": 2.6283, ""prediction_gain_t_ha"": 0.5273}, {""feature"": ""wet_days_1mm"", ""from"": 72.0, ""to"": 64.0, ""standardized_delta"": 1.0311, ""prediction_gain_t_ha"": 0.5273}]"
Oats,Texas,2011,spring,drought,hot_dry_days_30_1mm,1.2554,1.6572390690690657,0.40183906906906564,-0.3431137640699804,-0.0776331123785232,0.2654806516914572,0.6606641118955708,8,"[{""feature"": ""rain_sum"", ""from"": 134.58, ""to"": 440.58, ""standardized_delta"": 2.7061, ""prediction_gain_t_ha"": 0.2655}, {""feature"": ""rain_mean"", ""from"": 0.735, ""to"": 2.4075, ""standardized_delta"": 2.7063, ""prediction_gain_t_ha"": 0.2655}, {""feature"": ""dry_days_1mm"", ""from"": 162.0, ""to"": 128.5, ""standardized_delta"": 2.509, ""prediction_gain_t_ha"": 0.2655}, {""feature"": ""dry_days_2mm"", ""from"": 166.0, ""to"": 141.5, ""standardized_delta"": 2.263, ""prediction_gain_t_ha"": 0.2655}, {""feature"": ""max_dry_spell_1mm"", ""from"": 34.0, ""to"": 21.0, ""standardized_delta"": 1.112, ""prediction_gain_t_ha"": 0.2655}, {""feature"": ""dry_spell_events_7d"", ""from"": 10.0, ""to"": 6.5, ""standardized_delta"": 2.4284, ""prediction_gain_t_ha"": 0.2655}, {""feature"": ""dry_spell_events_14d"", ""from"": 4.0, ""to"": 2.0, ""standardized_delta"": 1.6976, ""prediction_gain_t_ha"": 0.2655}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 145.0, ""to"": 97.0, ""standardized_delta"": 2.7499, ""prediction_gain_t_ha"": 0.2655}]"
Wheat,Iowa,2011,winter,drought,dry_spell_events_14d,3.0263,3.602810000000005,0.5765100000000052,-0.5032616122189784,-0.3160569934895482,0.18720461872943017,0.32472050567974275,8,"[{""feature"": ""rain_sum"", ""from"": 624.07, ""to"": 648.04, ""standardized_delta"": 0.1919, ""prediction_gain_t_ha"": 0.1872}, {""feature"": ""rain_mean"", ""from"": 2.06, ""to"": 2.138, ""standardized_delta"": 0.1891, ""prediction_gain_t_ha"": 0.1872}, {""feature"": ""dry_days_1mm"", ""from"": 229.0, ""to"": 216.0, ""standardized_delta"": 0.9419, ""prediction_gain_t_ha"": 0.1872}, {""feature"": ""dry_days_2mm"", ""from"": 245.0, ""to"": 237.0, ""standardized_delta"": 0.7573, ""prediction_gain_t_ha"": 0.1872}, {""feature"": ""max_dry_spell_1mm"", ""from"": 16.0, ""to"": 21.0, ""standardized_delta"": 0.7232, ""prediction_gain_t_ha"": 0.1872}, {""feature"": ""dry_spell_events_7d"", ""from"": 13.0, ""to"": 11.0, ""standardized_delta"": 0.8269, ""prediction_gain_t_ha"": 0.1872}, {""feature"": ""dry_spell_events_14d"", ""from"": 5.0, ""to"": 3.0, ""standardized_delta"": 1.2454, ""prediction_gain_t_ha"": 0.1872}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 5.0, ""to"": 7.0, ""standardized_delta"": 0.2858, ""prediction_gain_t_ha"": 0.1872}]"
Wheat,North Dakota,2011,spring,excess_rain,wet_days_1mm,2.0377,2.725148078078064,0.6874480780780639,-0.5837008961554483,-0.17211173807186103,0.41158915808358726,0.5987203560657113,6,"[{""feature"": ""heavy_rain_days_10"", ""from"": 14.0, ""to"": 10.0, ""standardized_delta"": 1.2046, ""prediction_gain_t_ha"": 0.4116}, {""feature"": ""heavy_rain_days_20"", ""from"": 6.0, ""to"": 2.0, ""standardized_delta"": 1.9638, ""prediction_gain_t_ha"": 0.4116}, {""feature"": ""max_1day_rain"", ""from"": 29.08, ""to"": 32.66, ""standardized_delta"": 0.2996, ""prediction_gain_t_ha"": 0.4116}, {""feature"": ""max_3day_rain"", ""from"": 54.41, ""to"": 46.25, ""standardized_delta"": 0.5361, ""prediction_gain_t_ha"": 0.4116}, {""feature"": ""max_7day_rain"", ""from"": 64.96, ""to"": 60.97, ""standardized_delta"": 0.1656, ""prediction_gain_t_ha"": 0.4116}, {""feature"": ""wet_days_1mm"", ""from"": 80.0, ""to"": 62.0, ""standardized_delta"": 2.0281, ""prediction_gain_t_ha"": 0.4116}]"
Wheat,Oklahoma,2011,winter,drought,dry_spell_events_14d,1.5468,2.1266971471471443,0.5798971471471444,-0.5517198892591005,-0.13573672428977285,0.4159831649693277,0.7173395610166284,8,"[{""feature"": ""rain_sum"", ""from"": 451.43, ""to"": 708.4, ""standardized_delta"": 1.4932, ""prediction_gain_t_ha"": 0.416}, {""feature"": ""rain_mean"", ""from"": 1.49, ""to"": 2.33, ""standardized_delta"": 1.4791, ""prediction_gain_t_ha"": 0.416}, {""feature"": ""dry_days_1mm"", ""from"": 252.0, ""to"": 222.5, ""standardized_delta"": 2.0973, ""prediction_gain_t_ha"": 0.416}, {""feature"": ""dry_days_2mm"", ""from"": 265.0, ""to"": 240.5, ""standardized_delta"": 2.1256, ""prediction_gain_t_ha"": 0.416}, {""feature"": ""max_dry_spell_1mm"", ""from"": 39.0, ""to"": 25.0, ""standardized_delta"": 1.5965, ""prediction_gain_t_ha"": 0.416}, {""feature"": ""dry_spell_events_7d"", ""from"": 13.0, ""to"": 11.5, ""standardized_delta"": 0.7941, ""prediction_gain_t_ha"": 0.416}, {""feature"": ""dry_spell_events_14d"", ""from"": 7.0, ""to"": 3.0, ""standardized_delta"": 2.6258, ""prediction_gain_t_ha"": 0.416}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 61.0, ""to"": 34.5, ""standardized_delta"": 1.7729, ""prediction_gain_t_ha"": 0.416}]"
Wheat,Texas,2011,winter,drought,max_dry_spell_1mm,1.6813,2.1031122222222205,0.4218122222222205,-0.4201602808538754,-0.17494876969510798,0.24521151115876744,0.5813286060487463,8,"[{""feature"": ""rain_sum"", ""from"": 384.05, ""to"": 640.415, ""standardized_delta"": 1.2894, ""prediction_gain_t_ha"": 0.2452}, {""feature"": ""rain_mean"", ""from"": 1.267, ""to"": 2.11, ""standardized_delta"": 1.2868, ""prediction_gain_t_ha"": 0.2452}, {""feature"": ""dry_days_1mm"", ""from"": 261.0, ""to"": 227.0, ""standardized_delta"": 1.7897, ""prediction_gain_t_ha"": 0.2452}, {""feature"": ""dry_days_2mm"", ""from"": 272.0, ""to"": 242.5, ""standardized_delta"": 1.8538, ""prediction_gain_t_ha"": 0.2452}, {""feature"": ""max_dry_spell_1mm"", ""from"": 50.0, ""to"": 27.0, ""standardized_delta"": 2.6543, ""prediction_gain_t_ha"": 0.2452}, {""feature"": ""dry_spell_events_7d"", ""from"": 14.0, ""to"": 12.0, ""standardized_delta"": 0.8497, ""prediction_gain_t_ha"": 0.2452}, {""feature"": ""dry_spell_events_14d"", ""from"": 6.0, ""to"": 4.0, ""standardized_delta"": 1.0939, ""prediction_gain_t_ha"": 0.2452}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 89.0, ""to"": 67.5, ""standardized_delta"": 1.1006, ""prediction_gain_t_ha"": 0.2452}]"
Barley,South Dakota,2012,spring,drought,max_dry_spell_1mm,1.883,2.462967825825208,0.5799678258252081,-0.34362341601810903,-0.04149054991266042,0.3021328661054486,0.5209476330442269,7,"[{""feature"": ""rain_sum"", ""from"": 275.56, ""to"": 412.03, ""standardized_delta"": 1.6708, ""prediction_gain_t_ha"": 0.3021}, {""feature"": ""rain_mean"", ""from"": 1.506, ""to"": 2.252, ""standardized_delta"": 1.6712, ""prediction_gain_t_ha"": 0.3021}, {""feature"": ""dry_days_1mm"", ""from"": 133.0, ""to"": 119.0, ""standardized_delta"": 1.8044, ""prediction_gain_t_ha"": 0.3021}, {""feature"": ""dry_days_2mm"", ""from"": 147.0, ""to"": 136.0, ""standardized_delta"": 1.5746, ""prediction_gain_t_ha"": 0.3021}, {""feature"": ""max_dry_spell_1mm"", ""from"": 26.0, ""to"": 15.0, ""standardized_delta"": 2.3212, ""prediction_gain_t_ha"": 0.3021}, {""feature"": ""dry_spell_events_7d"", ""from"": 6.0, ""to"": 5.0, ""standardized_delta"": 0.6581, ""prediction_gain_t_ha"": 0.3021}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 66.0, ""to"": 41.0, ""standardized_delta"": 1.9302, ""prediction_gain_t_ha"": 0.3021}]"
Canola,North Dakota,2012,spring,drought,hot_dry_days_30_1mm,1.5468,1.8322704201680722,0.2854704201680722,-0.16669236132563292,0.008445356091793713,0.16669236132563292,0.5839216589497851,7,"[{""feature"": ""rain_sum"", ""from"": 285.57, ""to"": 372.59, ""standardized_delta"": 1.0421, ""prediction_gain_t_ha"": 0.1751}, {""feature"": ""rain_mean"", ""from"": 1.56, ""to"": 2.036, ""standardized_delta"": 1.0431, ""prediction_gain_t_ha"": 0.1751}, {""feature"": ""dry_days_1mm"", ""from"": 127.0, ""to"": 121.0, ""standardized_delta"": 0.676, ""prediction_gain_t_ha"": 0.1751}, {""feature"": ""dry_days_2mm"", ""from"": 146.0, ""to"": 139.0, ""standardized_delta"": 0.9313, ""prediction_gain_t_ha"": 0.1751}, {""feature"": ""max_dry_spell_1mm"", ""from"": 18.0, ""to"": 14.0, ""standardized_delta"": 0.952, ""prediction_gain_t_ha"": 0.1751}, {""feature"": ""dry_spell_events_7d"", ""from"": 6.0, ""to"": 5.0, ""standardized_delta"": 0.5769, ""prediction_gain_t_ha"": 0.1751}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 28.0, ""to"": 18.0, ""standardized_delta"": 1.0612, ""prediction_gain_t_ha"": 0.1751}]"
Oats,Kansas,2012,spring,drought,dry_days_1mm,1.1836,1.8742633033033016,0.6906633033033016,-0.3479641229952652,-0.10919990681925,0.23876421617601518,0.34570276867766775,8,"[{""feature"": ""rain_sum"", ""from"": 314.41, ""to"": 545.88, ""standardized_delta"": 1.9526, ""prediction_gain_t_ha"": 0.2388}, {""feature"": ""rain_mean"", ""from"": 1.718, ""to"": 2.983, ""standardized_delta"": 1.9529, ""prediction_gain_t_ha"": 0.2388}, {""feature"": ""dry_days_1mm"", ""from"": 140.0, ""to"": 116.0, ""standardized_delta"": 2.4378, ""prediction_gain_t_ha"": 0.2388}, {""feature"": ""dry_days_2mm"", ""from"": 149.0, ""to"": 129.0, ""standardized_delta"": 2.1909, ""prediction_gain_t_ha"": 0.2388}, {""feature"": ""max_dry_spell_1mm"", ""from"": 15.0, ""to"": 13.0, ""standardized_delta"": 0.5207, ""prediction_gain_t_ha"": 0.2388}, {""feature"": ""dry_spell_events_7d"", ""from"": 8.0, ""to"": 5.5, ""standardized_delta"": 1.6206, ""prediction_gain_t_ha"": 0.2388}, {""feature"": ""dry_spell_events_14d"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.3556, ""prediction_gain_t_ha"": 0.2388}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 94.0, ""to"": 58.0, ""standardized_delta"": 2.3261, ""prediction_gain_t_ha"": 0.2388}]"
Oats,Kansas,2013,spring,excess_rain,max_7day_rain,1.5064,1.8816113213213193,0.3752113213213193,-0.22346912736932048,-0.10702798115721174,0.11644114621210874,0.31033484224851565,6,"[{""feature"": ""heavy_rain_days_10"", ""from"": 22.0, ""to"": 18.0, ""standardized_delta"": 0.7371, ""prediction_gain_t_ha"": 0.1164}, {""feature"": ""heavy_rain_days_20"", ""from"": 8.0, ""to"": 6.0, ""standardized_delta"": 0.7221, ""prediction_gain_t_ha"": 0.1164}, {""feature"": ""heavy_rain_days_25"", ""from"": 5.0, ""to"": 3.0, ""standardized_delta"": 1.1918, ""prediction_gain_t_ha"": 0.1164}, {""feature"": ""max_1day_rain"", ""from"": 43.91, ""to"": 33.98, ""standardized_delta"": 0.9277, ""prediction_gain_t_ha"": 0.1164}, {""feature"": ""max_3day_rain"", ""from"": 71.91, ""to"": 60.74, ""standardized_delta"": 0.6889, ""prediction_gain_t_ha"": 0.1164}, {""feature"": ""max_7day_rain"", ""from"": 117.61, ""to"": 85.665, ""standardized_delta"": 1.736, ""prediction_gain_t_ha"": 0.1164}]"
Oats,Minnesota,2013,spring,frost_cold,frost_days_0,2.0444,2.3854125010725014,0.34101250107250136,-0.1321594360026869,-0.016090914043617194,0.1160685219590697,0.3403644194685779,5,"[{""feature"": ""season_tmin_mean"", ""from"": 9.786, ""to"": 10.003, ""standardized_delta"": 0.2664, ""prediction_gain_t_ha"": 0.1161}, {""feature"": ""frost_days_0"", ""from"": 29.0, ""to"": 17.0, ""standardized_delta"": 2.0, ""prediction_gain_t_ha"": 0.1161}, {""feature"": ""cold_days_5"", ""from"": 42.0, ""to"": 41.0, ""standardized_delta"": 0.1417, ""prediction_gain_t_ha"": 0.1161}, {""feature"": ""min_tmin"", ""from"": -8.1, ""to"": -6.47, ""standardized_delta"": 0.508, ""prediction_gain_t_ha"": 0.1161}, {""feature"": ""frost_events_2d"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.9722, ""prediction_gain_t_ha"": 0.1161}]"
Wheat,Colorado,2013,winter,drought,dry_spell_events_7d,1.7015,2.3883700171600157,0.6868700171600157,-0.62469311403025,0.0012683344507431562,0.62469311403025,0.9094779192912699,8,"[{""feature"": ""rain_sum"", ""from"": 257.84, ""to"": 300.645, ""standardized_delta"": 0.7198, ""prediction_gain_t_ha"": 0.626}, {""feature"": ""rain_mean"", ""from"": 0.851, ""to"": 0.992, ""standardized_delta"": 0.7179, ""prediction_gain_t_ha"": 0.626}, {""feature"": ""dry_days_1mm"", ""from"": 237.0, ""to"": 223.0, ""standardized_delta"": 1.034, ""prediction_gain_t_ha"": 0.626}, {""feature"": ""dry_days_2mm"", ""from"": 265.0, ""to"": 258.5, ""standardized_delta"": 0.6495, ""prediction_gain_t_ha"": 0.626}, {""feature"": ""max_dry_spell_1mm"", ""from"": 27.0, ""to"": 23.5, ""standardized_delta"": 0.5297, ""prediction_gain_t_ha"": 0.626}, {""feature"": ""dry_spell_events_7d"", ""from"": 15.0, ""to"": 12.0, ""standardized_delta"": 1.2851, ""prediction_gain_t_ha"": 0.626}, {""feature"": ""dry_spell_events_14d"", ""from"": 5.0, ""to"": 3.5, ""standardized_delta"": 0.9171, ""prediction_gain_t_ha"": 0.626}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.1007, ""prediction_gain_t_ha"": 0.626}]"
