crop,region,year,driver_group,feature,from_value,to_value,standardized_delta,prediction_gain_t_ha
Wheat,Oklahoma,2009,drought,hot_dry_days_30_1mm,26.0,34.5,0.5686690587957598,0.3939621341609345
Wheat,Texas,2009,drought,rain_sum,461.27,640.415,0.9010334576108829,0.33850619664774895
Wheat,Texas,2009,drought,rain_mean,1.522,2.11,0.8975214374138216,0.33850619664774895
Wheat,Texas,2009,drought,dry_days_1mm,252.0,227.0,1.3159688599363957,0.33850619664774895
Wheat,Texas,2009,drought,dry_days_2mm,261.0,242.5,1.1625235649056922,0.33850619664774895
Wheat,Texas,2009,drought,dry_spell_events_7d,11.0,12.0,0.42487146210627147,0.33850619664774895
Wheat,Texas,2009,drought,dry_spell_events_14d,7.0,4.0,1.640825308284734,0.33850619664774895
Wheat,Texas,2009,drought,hot_dry_days_30_1mm,70.0,67.5,0.127974556214854,0.33850619664774895
Oats,Illinois,2010,heat,season_tmax_mean,25.68,25.1995,0.41731282095404043,0.14511196286889047
Oats,Illinois,2010,heat,season_tmean_mean,20.498,19.6525,0.905904365898979,0.14511196286889047
Oats,Illinois,2010,heat,growing_degree_days_base5,2836.1,2688.8025,0.8720873339544812,0.14511196286889047
Oats,Illinois,2010,heat,heat_days_30,23.0,32.5,0.5045467205877582,0.14511196286889047
Oats,Illinois,2010,heat,heat_days_35,0.0,1.0,0.16991353466251047,0.14511196286889047
Oats,Illinois,2010,heat,max_consecutive_heat_days_30,6.0,7.0,0.10932815172593362,0.14511196286889047
Oats,Illinois,2010,heat,max_consecutive_heat_days_35,0.0,1.0,0.6149400462680908,0.14511196286889047
Oats,Illinois,2010,heat,heatwave_events_3d_30,2.0,4.0,0.7570025567654333,0.14511196286889047
Oats,Illinois,2010,heat,heat_degree_days_30,27.03,48.805,0.29466723186454735,0.14511196286889047
Oats,Illinois,2010,heat,heat_degree_days_35,0.0,0.30000000000000004,0.01769728028920942,0.14511196286889047
Oats,Iowa,2010,drought,rain_sum,1002.74,603.345,2.457034105613812,0.18389166034658244
Oats,Iowa,2010,drought,rain_mean,5.479,3.297,2.4567470553556485,0.18389166034658244
Oats,Iowa,2010,drought,dry_days_1mm,93.0,111.0,1.2085043735110568,0.18389166034658244
Oats,Iowa,2010,drought,dry_days_2mm,105.0,123.0,1.3656638861333186,0.18389166034658244
Oats,Iowa,2010,drought,max_dry_spell_1mm,7.0,12.0,1.1984396201952325,0.18389166034658244
Oats,Iowa,2010,drought,dry_spell_events_7d,1.0,4.0,1.407649901671344,0.18389166034658244
Oats,Iowa,2010,drought,hot_dry_days_30_1mm,3.0,21.0,1.1070465888614573,0.18389166034658244
Oats,Oklahoma,2010,excess_rain,heavy_rain_days_10,18.0,19.0,0.179535691245227,0.10308376875860156
Oats,Oklahoma,2010,excess_rain,heavy_rain_days_20,6.0,7.0,0.32797073556286427,0.10308376875860156
Oats,Oklahoma,2010,excess_rain,heavy_rain_days_25,3.0,4.0,0.33446229746373557,0.10308376875860156
Oats,Oklahoma,2010,excess_rain,heavy_rain_days_50,1.0,0.0,1.9169503893373774,0.10308376875860156
Oats,Oklahoma,2010,excess_rain,max_1day_rain,63.24,46.7,1.065879103061468,0.10308376875860156
Oats,Oklahoma,2010,excess_rain,max_3day_rain,91.88,79.04,0.6248550075486222,0.10308376875860156
Oats,Oklahoma,2010,excess_rain,max_7day_rain,97.01,94.96,0.06843007685462317,0.10308376875860156
Oats,Oklahoma,2010,excess_rain,wet_days_1mm,61.0,63.0,0.17471931255177636,0.10308376875860156
Wheat,Illinois,2010,drought,rain_sum,1116.55,804.935,2.1846400873232907,0.28404325364710814
Wheat,Illinois,2010,drought,rain_mean,3.685,2.6565000000000003,2.18189858892191,0.28404325364710814
Wheat,Illinois,2010,drought,dry_days_1mm,182.0,204.5,2.164022141488798,0.28404325364710814
Wheat,Illinois,2010,drought,dry_days_2mm,207.0,226.0,1.9485125811129116,0.28404325364710814
Wheat,Illinois,2010,drought,max_dry_spell_1mm,13.0,19.0,1.2177778806579653,0.28404325364710814
Wheat,Illinois,2010,drought,dry_spell_events_7d,6.0,9.0,1.5338504149478476,0.28404325364710814
Wheat,Illinois,2010,drought,dry_spell_events_14d,0.0,1.0,0.8821894264069577,0.28404325364710814
Wheat,Illinois,2010,drought,hot_dry_days_30_1mm,1.0,8.0,1.1949936043141813,0.28404325364710814
Barley,Kansas,2011,heat,season_tmax_mean,31.122,28.6005,1.7876625587707087,0.4059653063099464
Barley,Kansas,2011,heat,season_tmean_mean,23.776,22.094,1.603976444504435,0.4059653063099464
Barley,Kansas,2011,heat,growing_degree_days_base5,3436.635,3134.24,1.5966944769878662,0.4059653063099464
Barley,Kansas,2011,heat,heat_days_30,106.0,84.0,1.2599023018012192,0.4059653063099464
Barley,Kansas,2011,heat,heat_days_35,69.0,30.5,2.522720007925414,0.4059653063099464
Barley,Kansas,2011,heat,heat_days_40,30.0,2.0,4.0661902107113725,0.4059653063099464
Barley,Kansas,2011,heat,max_consecutive_heat_days_30,49.0,21.5,2.399188102934067,0.4059653063099464
Barley,Kansas,2011,heat,max_consecutive_heat_days_35,25.0,8.0,3.3356392845865575,0.4059653063099464
Barley,Kansas,2011,heat,heatwave_events_3d_30,7.0,9.0,0.8944413436647901,0.4059653063099464
Barley,Kansas,2011,heat,heatwave_events_3d_35,9.0,4.0,2.4046750932717362,0.4059653063099464
Barley,Kansas,2011,heat,heat_degree_days_30,745.34,360.59,2.6286031145245525,0.4059653063099464
Barley,Kansas,2011,heat,heat_degree_days_35,311.56,69.38,3.6249724479231875,0.4059653063099464
Barley,Minnesota,2011,excess_rain,heavy_rain_days_10,22.0,18.0,0.7864133784049694,0.3151047401149819
Barley,Minnesota,2011,excess_rain,heavy_rain_days_20,4.0,5.0,0.46794582830966464,0.3151047401149819
Barley,Minnesota,2011,excess_rain,heavy_rain_days_25,1.0,2.0,0.6720424487997773,0.3151047401149819
Barley,Minnesota,2011,excess_rain,max_1day_rain,26.54,34.72,0.6604826006380913,0.3151047401149819
Barley,Minnesota,2011,excess_rain,max_3day_rain,56.37,52.78,0.21704891514380506,0.3151047401149819
Barley,Minnesota,2011,excess_rain,max_7day_rain,63.59,73.99,0.5472841566588931,0.3151047401149819
Barley,Minnesota,2011,excess_rain,wet_days_1mm,75.0,71.0,0.462902618780201,0.3151047401149819
Barley,North Dakota,2011,excess_rain,heavy_rain_days_10,14.0,10.0,1.2046063146858286,0.4590798124287946
Barley,North Dakota,2011,excess_rain,heavy_rain_days_20,6.0,2.0,1.9638245845079976,0.4590798124287946
Barley,North Dakota,2011,excess_rain,max_1day_rain,29.08,32.66,0.2996179520360984,0.4590798124287946
Barley,North Dakota,2011,excess_rain,max_3day_rain,54.41,46.25,0.5361186069078471,0.4590798124287946
Barley,North Dakota,2011,excess_rain,max_7day_rain,64.96,60.97,0.1655611980454696,0.4590798124287946
Barley,North Dakota,2011,excess_rain,wet_days_1mm,80.0,62.0,2.028061732034093,0.4590798124287946
Barley,South Dakota,2011,excess_rain,heavy_rain_days_10,15.0,11.0,1.0096360520565433,0.5833810280888466
Barley,South Dakota,2011,excess_rain,heavy_rain_days_20,5.0,3.0,1.0697867019029743,0.5833810280888466
Barley,South Dakota,2011,excess_rain,heavy_rain_days_25,4.0,1.0,2.4719496322628784,0.5833810280888466
Barley,South Dakota,2011,excess_rain,heavy_rain_days_50,1.0,0.0,3.570593913268602,0.5833810280888466
Barley,South Dakota,2011,excess_rain,max_1day_rain,59.9,30.6,2.9406388999283797,0.5833810280888466
Barley,South Dakota,2011,excess_rain,max_3day_rain,109.72,50.040000000000006,3.761392317213962,0.5833810280888466
Barley,South Dakota,2011,excess_rain,max_7day_rain,125.77,64.325,2.6282941943948153,0.5833810280888466
Barley,South Dakota,2011,excess_rain,wet_days_1mm,72.0,64.0,1.0311008386973681,0.5833810280888466
Oats,Kansas,2011,heat,season_tmax_mean,31.122,28.6005,1.7876625587707087,0.3391103405654847
Oats,Kansas,2011,heat,season_tmean_mean,23.776,22.094,1.603976444504435,0.3391103405654847
Oats,Kansas,2011,heat,growing_degree_days_base5,3436.635,3134.24,1.5966944769878662,0.3391103405654847
Oats,Kansas,2011,heat,heat_days_30,106.0,84.0,1.2599023018012192,0.3391103405654847
Oats,Kansas,2011,heat,heat_days_35,69.0,30.5,2.522720007925414,0.3391103405654847
Oats,Kansas,2011,heat,heat_days_40,30.0,2.0,4.0661902107113725,0.3391103405654847
Oats,Kansas,2011,heat,max_consecutive_heat_days_30,49.0,21.5,2.399188102934067,0.3391103405654847
Oats,Kansas,2011,heat,max_consecutive_heat_days_35,25.0,8.0,3.3356392845865575,0.3391103405654847
Oats,Kansas,2011,heat,heatwave_events_3d_30,7.0,9.0,0.8944413436647901,0.3391103405654847
Oats,Kansas,2011,heat,heatwave_events_3d_35,9.0,4.0,2.4046750932717362,0.3391103405654847
Oats,Kansas,2011,heat,heat_degree_days_30,745.34,360.59,2.6286031145245525,0.3391103405654847
Oats,Kansas,2011,heat,heat_degree_days_35,311.56,69.38,3.6249724479231875,0.3391103405654847
Oats,Minnesota,2011,drought,rain_sum,585.2,547.17,0.34470182732226284,0.2357768455979267
Oats,Minnesota,2011,drought,rain_mean,3.198,2.99,0.34505166721013125,0.2357768455979267
Oats,Minnesota,2011,drought,dry_days_1mm,108.0,112.0,0.462902618780201,0.2357768455979267
Oats,Minnesota,2011,drought,dry_days_2mm,125.0,128.0,0.35210022365745575,0.2357768455979267
Oats,Minnesota,2011,drought,max_dry_spell_1mm,14.0,12.0,0.5694089032912306,0.2357768455979267
Oats,Minnesota,2011,drought,dry_spell_events_7d,2.0,3.0,0.6930048314864428,0.2357768455979267
Oats,Minnesota,2011,drought,dry_spell_events_14d,1.0,0.0,1.6611678641804333,0.2357768455979267
Oats,Minnesota,2011,drought,hot_dry_days_30_1mm,3.0,5.0,0.24470101049255838,0.2357768455979267
Oats,North Dakota,2011,excess_rain,heavy_rain_days_10,14.0,10.0,1.2046063146858286,0.3155630179027181
Oats,North Dakota,2011,excess_rain,heavy_rain_days_20,6.0,2.0,1.9638245845079976,0.3155630179027181
Oats,North Dakota,2011,excess_rain,max_1day_rain,29.08,32.66,0.2996179520360984,0.3155630179027181
Oats,North Dakota,2011,excess_rain,max_3day_rain,54.41,46.25,0.5361186069078471,0.3155630179027181
Oats,North Dakota,2011,excess_rain,max_7day_rain,64.96,60.97,0.1655611980454696,0.3155630179027181
Oats,North Dakota,2011,excess_rain,wet_days_1mm,80.0,62.0,2.028061732034093,0.3155630179027181
Oats,South Dakota,2011,excess_rain,heavy_rain_days_10,15.0,11.0,1.0096360520565433,0.5272986711448319
Oats,South Dakota,2011,excess_rain,heavy_rain_days_20,5.0,3.0,1.0697867019029743,0.5272986711448319
Oats,South Dakota,2011,excess_rain,heavy_rain_days_25,4.0,1.0,2.4719496322628784,0.5272986711448319
Oats,South Dakota,2011,excess_rain,heavy_rain_days_50,1.0,0.0,3.570593913268602,0.5272986711448319
Oats,South Dakota,2011,excess_rain,max_1day_rain,59.9,30.6,2.9406388999283797,0.5272986711448319
Oats,South Dakota,2011,excess_rain,max_3day_rain,109.72,50.040000000000006,3.761392317213962,0.5272986711448319
Oats,South Dakota,2011,excess_rain,max_7day_rain,125.77,64.325,2.6282941943948153,0.5272986711448319
Oats,South Dakota,2011,excess_rain,wet_days_1mm,72.0,64.0,1.0311008386973681,0.5272986711448319
Oats,Texas,2011,drought,rain_sum,134.58,440.58000000000004,2.7060511809732417,0.2654806516914572
Oats,Texas,2011,drought,rain_mean,0.735,2.4074999999999998,2.7063086530884752,0.2654806516914572
Oats,Texas,2011,drought,dry_days_1mm,162.0,128.5,2.5089946287792046,0.2654806516914572
Oats,Texas,2011,drought,dry_days_2mm,166.0,141.5,2.263013073467753,0.2654806516914572
Oats,Texas,2011,drought,max_dry_spell_1mm,34.0,21.0,1.1120421850490125,0.2654806516914572
Oats,Texas,2011,drought,dry_spell_events_7d,10.0,6.5,2.4283930948789596,0.2654806516914572
Oats,Texas,2011,drought,dry_spell_events_14d,4.0,2.0,1.697646863442188,0.2654806516914572
Oats,Texas,2011,drought,hot_dry_days_30_1mm,145.0,97.0,2.7499315304817675,0.2654806516914572
Wheat,Iowa,2011,drought,rain_sum,624.07,648.04,0.19192192311733106,0.18720461872943017
Wheat,Iowa,2011,drought,rain_mean,2.06,2.138,0.18914891177449544,0.18720461872943017
Wheat,Iowa,2011,drought,dry_days_1mm,229.0,216.0,0.9419476087753215,0.18720461872943017
Wheat,Iowa,2011,drought,dry_days_2mm,245.0,237.0,0.7572540342949835,0.18720461872943017
Wheat,Iowa,2011,drought,max_dry_spell_1mm,16.0,21.0,0.7232482444417153,0.18720461872943017
Wheat,Iowa,2011,drought,dry_spell_events_7d,13.0,11.0,0.8269156387952827,0.18720461872943017
Wheat,Iowa,2011,drought,dry_spell_events_14d,5.0,3.0,1.245431000221721,0.18720461872943017
Wheat,Iowa,2011,drought,hot_dry_days_30_1mm,5.0,7.0,0.2858148716303447,0.18720461872943017
Wheat,North Dakota,2011,excess_rain,heavy_rain_days_10,14.0,10.0,1.2046063146858286,0.4115891580835871
Wheat,North Dakota,2011,excess_rain,heavy_rain_days_20,6.0,2.0,1.9638245845079976,0.4115891580835871
Wheat,North Dakota,2011,excess_rain,max_1day_rain,29.08,32.66,0.2996179520360984,0.4115891580835871
Wheat,North Dakota,2011,excess_rain,max_3day_rain,54.41,46.25,0.5361186069078471,0.4115891580835871
Wheat,North Dakota,2011,excess_rain,max_7day_rain,64.96,60.97,0.1655611980454696,0.4115891580835871
Wheat,North Dakota,2011,excess_rain,wet_days_1mm,80.0,62.0,2.028061732034093,0.4115891580835871
Wheat,Oklahoma,2011,drought,rain_sum,451.43,708.4,1.4931789605000583,0.41598316496932775
Wheat,Oklahoma,2011,drought,rain_mean,1.49,2.33,1.4791297657716278,0.41598316496932775
Wheat,Oklahoma,2011,drought,dry_days_1mm,252.0,222.5,2.097348208573702,0.41598316496932775
Wheat,Oklahoma,2011,drought,dry_days_2mm,265.0,240.5,2.125561279447895,0.41598316496932775
Wheat,Oklahoma,2011,drought,max_dry_spell_1mm,39.0,25.0,1.596468609505387,0.41598316496932775
Wheat,Oklahoma,2011,drought,dry_spell_events_7d,13.0,11.5,0.7940783955130882,0.41598316496932775
Wheat,Oklahoma,2011,drought,dry_spell_events_14d,7.0,3.0,2.625769381092189,0.41598316496932775
Wheat,Oklahoma,2011,drought,hot_dry_days_30_1mm,61.0,34.5,1.7729094185985452,0.41598316496932775
Wheat,Texas,2011,drought,rain_sum,384.05,640.415,1.2894216548628987,0.24521151115876733
Wheat,Texas,2011,drought,rain_mean,1.267,2.11,1.2867526730269587,0.24521151115876733
Wheat,Texas,2011,drought,dry_days_1mm,261.0,227.0,1.789717649513498,0.24521151115876733
Wheat,Texas,2011,drought,dry_days_2mm,272.0,242.5,1.853753792687455,0.24521151115876733
Wheat,Texas,2011,drought,max_dry_spell_1mm,50.0,27.0,2.6542949314182884,0.24521151115876733
Wheat,Texas,2011,drought,dry_spell_events_7d,14.0,12.0,0.8497429242125429,0.24521151115876733
Wheat,Texas,2011,drought,dry_spell_events_14d,6.0,4.0,1.0938835388564894,0.24521151115876733
Wheat,Texas,2011,drought,hot_dry_days_30_1mm,89.0,67.5,1.1005811834477444,0.24521151115876733
Barley,South Dakota,2012,drought,rain_sum,275.56,412.03,1.670811756799031,0.3021328661054488
Barley,South Dakota,2012,drought,rain_mean,1.506,2.252,1.6712103682178436,0.3021328661054488
Barley,South Dakota,2012,drought,dry_days_1mm,133.0,119.0,1.8044264677203943,0.3021328661054488
Barley,South Dakota,2012,drought,dry_days_2mm,147.0,136.0,1.5746265753521622,0.3021328661054488
Barley,South Dakota,2012,drought,max_dry_spell_1mm,26.0,15.0,2.321154990653691,0.3021328661054488
Barley,South Dakota,2012,drought,dry_spell_events_7d,6.0,5.0,0.6581347468082911,0.3021328661054488
Barley,South Dakota,2012,drought,hot_dry_days_30_1mm,66.0,41.0,1.9302335019384138,0.3021328661054488
Canola,North Dakota,2012,drought,rain_sum,285.57,372.59,1.042136705110589,0.17513771741742662
Canola,North Dakota,2012,drought,rain_mean,1.56,2.036,1.043102359697795,0.17513771741742662
Canola,North Dakota,2012,drought,dry_days_1mm,127.0,121.0,0.6760205773446977,0.17513771741742662
Canola,North Dakota,2012,drought,dry_days_2mm,146.0,139.0,0.9312762938757634,0.17513771741742662
Canola,North Dakota,2012,drought,max_dry_spell_1mm,18.0,14.0,0.952011379946782,0.17513771741742662
Canola,North Dakota,2012,drought,dry_spell_events_7d,6.0,5.0,0.5769053415937302,0.17513771741742662
Canola,North Dakota,2012,drought,hot_dry_days_30_1mm,28.0,18.0,1.0612464599492102,0.17513771741742662
Oats,Kansas,2012,drought,rain_sum,314.41,545.88,1.9525518174218761,0.23876421617601523
Oats,Kansas,2012,drought,rain_mean,1.718,2.983,1.9529247129170766,0.23876421617601523
Oats,Kansas,2012,drought,dry_days_1mm,140.0,116.0,2.437817193622712,0.23876421617601523
Oats,Kansas,2012,drought,dry_days_2mm,149.0,129.0,2.190854178286508,0.23876421617601523
Oats,Kansas,2012,drought,max_dry_spell_1mm,15.0,13.0,0.5207249219474558,0.23876421617601523
Oats,Kansas,2012,drought,dry_spell_events_7d,8.0,5.5,1.6205955038917155,0.23876421617601523
Oats,Kansas,2012,drought,dry_spell_events_14d,1.0,0.0,1.3556339956256476,0.23876421617601523
Oats,Kansas,2012,drought,hot_dry_days_30_1mm,94.0,58.0,2.326098388768488,0.23876421617601523
Oats,Kansas,2013,excess_rain,heavy_rain_days_10,22.0,18.0,0.7371103497175285,0.11644114621210874
Oats,Kansas,2013,excess_rain,heavy_rain_days_20,8.0,6.0,0.7221238823515594,0.11644114621210874
Oats,Kansas,2013,excess_rain,heavy_rain_days_25,5.0,3.0,1.1917652921147728,0.11644114621210874
Oats,Kansas,2013,excess_rain,max_1day_rain,43.91,33.98,0.9276592385927329,0.11644114621210874
Oats,Kansas,2013,excess_rain,max_3day_rain,71.91,60.74,0.6888979617651527,0.11644114621210874
Oats,Kansas,2013,excess_rain,max_7day_rain,117.61,85.66499999999999,1.7360031182035527,0.11644114621210874
Oats,Minnesota,2013,frost_cold,season_tmin_mean,9.786,10.003,0.266396331590457,0.11606852195906968
Oats,Minnesota,2013,frost_cold,frost_days_0,29.0,17.0,2.000026836091861,0.11606852195906968
Oats,Minnesota,2013,frost_cold,cold_days_5,42.0,41.0,0.1416865442527757,0.11606852195906968
Oats,Minnesota,2013,frost_cold,min_tmin,-8.1,-6.47,0.5080047003529904,0.11606852195906968
Oats,Minnesota,2013,frost_cold,frost_events_2d,4.0,3.0,0.9722196454305163,0.11606852195906968
Wheat,Colorado,2013,drought,rain_sum,257.84,300.645,0.7197995933229904,0.6259614484809932
Wheat,Colorado,2013,drought,rain_mean,0.851,0.992,0.7179052259510823,0.6259614484809932
Wheat,Colorado,2013,drought,dry_days_1mm,237.0,223.0,1.0339506204745563,0.6259614484809932
Wheat,Colorado,2013,drought,dry_days_2mm,265.0,258.5,0.649536211143232,0.6259614484809932
Wheat,Colorado,2013,drought,max_dry_spell_1mm,27.0,23.5,0.5296597492807803,0.6259614484809932
Wheat,Colorado,2013,drought,dry_spell_events_7d,15.0,12.0,1.2850588106343581,0.6259614484809932
Wheat,Colorado,2013,drought,dry_spell_events_14d,5.0,3.5,0.9170587423242479,0.6259614484809932
Wheat,Colorado,2013,drought,hot_dry_days_30_1mm,1.0,0.0,1.1006990785580142,0.6259614484809932
Wheat,Nebraska,2013,drought,rain_sum,305.69,423.49,1.0492430953832534,0.3699474488709497
Wheat,Nebraska,2013,drought,rain_mean,1.009,1.3955,1.043464740786671,0.3699474488709497
Wheat,Nebraska,2013,drought,dry_days_1mm,257.0,236.5,1.7673748139239944,0.3699474488709497
Wheat,Nebraska,2013,drought,dry_days_2mm,265.0,255.5,0.9281193290393901,0.3699474488709497
Wheat,Nebraska,2013,drought,max_dry_spell_1mm,41.0,36.0,0.42660585852341015,0.3699474488709497
Wheat,Nebraska,2013,drought,dry_spell_events_7d,12.0,11.0,0.42487146210627147,0.3699474488709497
Wheat,Nebraska,2013,drought,dry_spell_events_14d,5.0,4.5,0.41522739926869984,0.3699474488709497
Wheat,Nebraska,2013,drought,hot_dry_days_30_1mm,19.0,17.0,0.2708569978736691,0.3699474488709497
Barley,Minnesota,2014,excess_rain,heavy_rain_days_10,23.0,18.0,0.9830167230062117,0.3036010363184596
Barley,Minnesota,2014,excess_rain,heavy_rain_days_20,6.0,5.0,0.46794582830966464,0.3036010363184596
Barley,Minnesota,2014,excess_rain,heavy_rain_days_25,5.0,2.0,2.016127346399332,0.3036010363184596
Barley,Minnesota,2014,excess_rain,max_1day_rain,38.62,34.72,0.31490001741913876,0.3036010363184596
Barley,Minnesota,2014,excess_rain,max_3day_rain,68.09,52.78,0.9256320030227463,0.3036010363184596
Barley,Minnesota,2014,excess_rain,max_7day_rain,84.36,73.99,0.5457054523608392,0.3036010363184596
Barley,Minnesota,2014,excess_rain,wet_days_1mm,78.0,71.0,0.8100795828653518,0.3036010363184596
Canola,Oklahoma,2014,excess_rain,heavy_rain_days_10,14.0,19.0,0.897678456226135,0.3321875593862304
Canola,Oklahoma,2014,excess_rain,heavy_rain_days_20,6.0,7.0,0.32797073556286427,0.3321875593862304
Canola,Oklahoma,2014,excess_rain,heavy_rain_days_25,5.0,4.0,0.33446229746373557,0.3321875593862304
Canola,Oklahoma,2014,excess_rain,max_1day_rain,42.6,46.7,0.26421428794147644,0.3321875593862304
Canola,Oklahoma,2014,excess_rain,max_3day_rain,61.44,79.04,0.856499075767583,0.3321875593862304
Canola,Oklahoma,2014,excess_rain,max_7day_rain,84.44,94.96,0.3511631261027471,0.3321875593862304
Canola,Oklahoma,2014,excess_rain,wet_days_1mm,49.0,63.0,1.2230351878624346,0.3321875593862304
Canola,Washington,2014,heat,season_tmax_mean,19.594,19.161,0.4353296664207315,0.2891921897429294
Canola,Washington,2014,heat,season_tmean_mean,13.207,12.7655,0.5138380164640537,0.2891921897429294
Canola,Washington,2014,heat,growing_degree_days_base5,1545.115,1476.4125,0.49079656792928833,0.2891921897429294
Canola,Washington,2014,heat,heat_days_30,16.0,8.0,1.2848361825535168,0.2891921897429294
Canola,Washington,2014,heat,max_consecutive_heat_days_30,8.0,3.0,2.414414602932234,0.2891921897429294
Canola,Washington,2014,heat,heatwave_events_3d_30,2.0,1.0,0.9269102374897155,0.2891921897429294
Canola,Washington,2014,heat,heat_degree_days_30,23.85,12.035,0.8068811012799472,0.2891921897429294
Oats,Iowa,2014,excess_rain,heavy_rain_days_10,22.0,20.0,0.292504004002415,0.22141514897936315
Oats,Iowa,2014,excess_rain,heavy_rain_days_20,12.0,6.0,1.730506401726706,0.22141514897936315
Oats,Iowa,2014,excess_rain,heavy_rain_days_25,10.0,3.0,2.693984521807447,0.22141514897936315
Oats,Iowa,2014,excess_rain,max_1day_rain,40.53,40.625,0.008722238653053294,0.22141514897936315
Oats,Iowa,2014,excess_rain,max_3day_rain,68.27,63.205,0.25880640761075185,0.22141514897936315
Oats,Iowa,2014,excess_rain,max_7day_rain,119.09,82.275,1.3509011245910922,0.22141514897936315
Oats,Iowa,2014,excess_rain,wet_days_1mm,75.0,72.0,0.20141739558517616,0.22141514897936315
Oats,Texas,2014,heat,season_tmax_mean,32.244,32.361,0.0826939323580005,0.182730040168894
Oats,Texas,2014,heat,season_tmean_mean,25.697,25.945999999999998,0.24240872670165373,0.182730040168894
Oats,Texas,2014,heat,growing_degree_days_base5,3787.635,3833.16,0.24236334779291463,0.182730040168894
Oats,Texas,2014,heat,heat_days_30,141.0,130.0,0.6670345761954456,0.182730040168894
Oats,Texas,2014,heat,heat_days_35,55.0,61.5,0.2805570418977646,0.182730040168894
Oats,Texas,2014,heat,heat_days_40,1.0,5.0,0.3654250460900368,0.182730040168894
Oats,Texas,2014,heat,max_consecutive_heat_days_35,17.0,18.5,0.11103953754351613,0.182730040168894
Oats,Texas,2014,heat,heatwave_events_3d_30,10.0,7.0,1.506564582786036,0.182730040168894
Oats,Texas,2014,heat,heatwave_events_3d_35,6.0,6.5,0.20001159521118758,0.182730040168894
Oats,Texas,2014,heat,heat_degree_days_30,601.4,628.96,0.1391517493435238,0.182730040168894
Oats,Texas,2014,heat,heat_degree_days_35,110.18,155.64,0.42777905590459764,0.182730040168894
Wheat,Kansas,2014,drought,rain_sum,471.27,558.63,0.6837614603637163,0.6808507485970137
Wheat,Kansas,2014,drought,rain_mean,1.555,1.8439999999999999,0.6851905435979795,0.6808507485970137
Wheat,Kansas,2014,drought,dry_days_1mm,245.0,233.0,0.9753805530887587,0.6808507485970137
Wheat,Kansas,2014,drought,dry_days_2mm,257.0,249.5,0.7703079260449235,0.6808507485970137
Wheat,Kansas,2014,drought,max_dry_spell_1mm,31.0,33.0,0.17242477685592666,0.6808507485970137
Wheat,Kansas,2014,drought,dry_spell_events_7d,14.0,12.0,0.9484292885056732,0.6808507485970137
Wheat,Kansas,2014,drought,dry_spell_events_14d,5.0,4.0,0.8180128247238176,0.6808507485970137
Wheat,Kansas,2014,drought,hot_dry_days_30_1mm,33.0,28.5,0.42430448058692727,0.6808507485970137
Wheat,Oklahoma,2014,drought,rain_sum,512.51,708.4,1.138260600740773,0.5767233903980374
Wheat,Oklahoma,2014,drought,rain_mean,1.691,2.33,1.1251951432477025,0.5767233903980374
Wheat,Oklahoma,2014,drought,dry_days_1mm,240.0,222.5,1.244189615255586,0.5767233903980374
Wheat,Oklahoma,2014,drought,dry_days_2mm,244.0,240.5,0.3036516113496993,0.5767233903980374
Wheat,Oklahoma,2014,drought,max_dry_spell_1mm,40.0,25.0,1.7105020816129146,0.5767233903980374
Wheat,Oklahoma,2014,drought,dry_spell_events_7d,12.0,11.5,0.2646927985043627,0.5767233903980374
Wheat,Oklahoma,2014,drought,hot_dry_days_30_1mm,41.0,34.5,0.4348645743732281,0.5767233903980374
Wheat,Washington,2014,drought,rain_sum,795.23,771.81,0.17350888288897323,0.6415937027080754
Wheat,Washington,2014,drought,rain_mean,2.625,2.5389999999999997,0.19332443049599154,0.6415937027080754
Wheat,Washington,2014,drought,dry_days_1mm,166.0,156.5,0.4808618862541363,0.6415937027080754
Wheat,Washington,2014,drought,dry_days_2mm,200.0,198.0,0.1308268703560759,0.6415937027080754
Wheat,Washington,2014,drought,max_dry_spell_1mm,18.0,17.0,0.1529793273334076,0.6415937027080754
Wheat,Washington,2014,drought,dry_spell_events_7d,8.0,7.0,0.4329160796212648,0.6415937027080754
Wheat,Washington,2014,drought,dry_spell_events_14d,3.0,2.0,0.8830079106650346,0.6415937027080754
Barley,South Dakota,2015,excess_rain,heavy_rain_days_25,3.0,1.0,1.6479664215085856,0.2589129204889832
Barley,South Dakota,2015,excess_rain,max_1day_rain,46.42,30.6,1.587744279756552,0.2589129204889832
Barley,South Dakota,2015,excess_rain,max_3day_rain,52.32,50.040000000000006,0.1436993043439647,0.2589129204889832
Barley,South Dakota,2015,excess_rain,max_7day_rain,74.05,64.325,0.4159843932051358,0.2589129204889832
Barley,South Dakota,2015,excess_rain,wet_days_1mm,63.0,64.0,0.12888760483717102,0.2589129204889832
Barley,Washington,2015,drought,rain_sum,110.18,203.83,1.6929756664552302,0.6143386968962516
Barley,Washington,2015,drought,rain_mean,0.602,1.114,1.6937422046337942,0.6143386968962516
Barley,Washington,2015,drought,dry_days_1mm,149.0,131.0,1.5385911907738836,0.6143386968962516
Barley,Washington,2015,drought,dry_days_2mm,167.0,152.0,1.6844231409712218,0.6143386968962516
Barley,Washington,2015,drought,dry_spell_events_7d,7.0,6.0,0.5278356508830655,0.6143386968962516
Barley,Washington,2015,drought,dry_spell_events_14d,3.0,2.0,1.2100904155129915,0.6143386968962516
