crop,region,year,driver_group,feature,from_value,to_value,standardized_delta,prediction_gain_t_ha
Barley,Colorado,1990,heat,season_tmax_mean,19.712,19.62,0.08621822576072159,0.2792118879726354
Barley,Colorado,1990,heat,season_tmean_mean,11.661,11.575,0.10291447879825252,0.2792118879726354
Barley,Colorado,1990,heat,growing_degree_days_base5,1301.845,1338.685,0.300924427213972,0.2792118879726354
Barley,Colorado,1990,heat,heat_days_30,5.0,1.0,2.0827510482755263,0.2792118879726354
Barley,Colorado,1990,heat,max_consecutive_heat_days_30,3.0,1.0,1.811643254631353,0.2792118879726354
Barley,Colorado,1990,heat,heatwave_events_3d_30,1.0,0.0,2.7502066038093145,0.2792118879726354
Barley,Colorado,1990,heat,heat_degree_days_30,4.32,0.05,3.602323457390122,0.2792118879726354
Oats,Colorado,1990,heat,season_tmax_mean,19.712,19.62,0.08621822576072159,0.21882272900058888
Oats,Colorado,1990,heat,season_tmean_mean,11.661,11.575,0.10291447879825252,0.21882272900058888
Oats,Colorado,1990,heat,growing_degree_days_base5,1301.845,1338.685,0.300924427213972,0.21882272900058888
Oats,Colorado,1990,heat,heat_days_30,5.0,1.0,2.0827510482755263,0.21882272900058888
Oats,Colorado,1990,heat,max_consecutive_heat_days_30,3.0,1.0,1.811643254631353,0.21882272900058888
Oats,Colorado,1990,heat,heatwave_events_3d_30,1.0,0.0,2.7502066038093145,0.21882272900058888
Oats,Colorado,1990,heat,heat_degree_days_30,4.32,0.05,3.602323457390122,0.21882272900058888
Oats,Montana,1990,drought,rain_sum,282.34,350.57,0.9862071651981296,0.36918785963823325
Oats,Montana,1990,drought,rain_mean,1.543,1.916,0.9865081711116119,0.36918785963823325
Oats,Montana,1990,drought,dry_days_1mm,117.0,115.0,0.17023596363492063,0.36918785963823325
Oats,Montana,1990,drought,dry_days_2mm,143.0,135.0,0.8793113445421232,0.36918785963823325
Oats,Montana,1990,drought,max_dry_spell_1mm,27.0,13.0,2.6626262413564024,0.36918785963823325
Oats,Montana,1990,drought,dry_spell_events_7d,4.0,5.0,0.5820017060492926,0.36918785963823325
Oats,Montana,1990,drought,dry_spell_events_14d,1.0,0.0,1.1693361102674926,0.36918785963823325
Oats,Montana,1990,drought,hot_dry_days_30_1mm,12.0,14.0,0.21494375787481246,0.36918785963823325
Barley,Colorado,1991,excess_rain,heavy_rain_days_10,2.0,3.0,0.5533512052105463,0.29204399006373033
Barley,Colorado,1991,excess_rain,max_1day_rain,14.0,16.57,0.3967864461441583,0.29204399006373033
Barley,Colorado,1991,excess_rain,max_3day_rain,26.75,28.61,0.18579655406584833,0.29204399006373033
Barley,Colorado,1991,excess_rain,max_7day_rain,45.55,42.74,0.21653705728110634,0.29204399006373033
Barley,Colorado,1991,excess_rain,wet_days_1mm,88.0,71.0,1.3225583209688305,0.29204399006373033
Barley,Texas,1991,drought,rain_sum,556.07,440.58000000000004,1.0213132382045742,0.26620130865828073
Barley,Texas,1991,drought,rain_mean,3.039,2.4074999999999998,1.0218438950226447,0.26620130865828073
Barley,Texas,1991,drought,dry_days_1mm,96.0,128.5,2.434099266726094,0.26620130865828073
Barley,Texas,1991,drought,dry_days_2mm,113.0,141.5,2.63248459566657,0.26620130865828073
Barley,Texas,1991,drought,max_dry_spell_1mm,9.0,21.0,1.0265004785067808,0.26620130865828073
Barley,Texas,1991,drought,dry_spell_events_7d,4.0,6.5,1.7345664963421141,0.26620130865828073
Barley,Texas,1991,drought,dry_spell_events_14d,0.0,2.0,1.697646863442188,0.26620130865828073
Barley,Texas,1991,drought,hot_dry_days_30_1mm,64.0,97.0,1.890577927206215,0.26620130865828073
Oats,Iowa,1991,excess_rain,heavy_rain_days_10,25.0,20.0,0.7312600100060375,0.227935513509853
Oats,Iowa,1991,excess_rain,heavy_rain_days_20,9.0,6.0,0.865253200863353,0.227935513509853
Oats,Iowa,1991,excess_rain,heavy_rain_days_25,5.0,3.0,0.7697098633735563,0.227935513509853
Oats,Iowa,1991,excess_rain,max_1day_rain,34.18,40.625,0.5917350328308332,0.227935513509853
Oats,Iowa,1991,excess_rain,max_3day_rain,53.83,63.205,0.47903456492612034,0.227935513509853
Oats,Iowa,1991,excess_rain,max_7day_rain,94.28,82.275,0.4405152247919613,0.227935513509853
Oats,Iowa,1991,excess_rain,wet_days_1mm,79.0,72.0,0.4699739230320777,0.227935513509853
Oats,Minnesota,1991,drought,rain_sum,668.22,547.17,1.097190538978697,0.349870970252683
Oats,Minnesota,1991,drought,rain_mean,3.651,2.99,1.096534384739889,0.349870970252683
Oats,Minnesota,1991,drought,dry_days_1mm,92.0,112.0,2.314513093901005,0.349870970252683
Oats,Minnesota,1991,drought,dry_days_2mm,110.0,128.0,2.1126013419447345,0.349870970252683
Oats,Minnesota,1991,drought,max_dry_spell_1mm,7.0,12.0,1.4235222582280764,0.349870970252683
Oats,Minnesota,1991,drought,dry_spell_events_7d,2.0,3.0,0.6930048314864428,0.349870970252683
Wheat,Illinois,1991,drought,rain_sum,836.39,804.935,0.22052164994224988,0.35160732879147666
Wheat,Illinois,1991,drought,rain_mean,2.76,2.6565000000000003,0.21956879334313717,0.35160732879147666
Wheat,Illinois,1991,drought,dry_days_1mm,204.0,204.5,0.04808938092197329,0.35160732879147666
Wheat,Illinois,1991,drought,dry_days_2mm,225.0,226.0,0.10255329374278482,0.35160732879147666
Wheat,Illinois,1991,drought,max_dry_spell_1mm,16.0,19.0,0.6088889403289827,0.35160732879147666
Wheat,Illinois,1991,drought,dry_spell_events_7d,11.0,9.0,1.0225669432985651,0.35160732879147666
Wheat,Illinois,1991,drought,dry_spell_events_14d,3.0,1.0,1.7643788528139155,0.35160732879147666
Wheat,Illinois,1991,drought,hot_dry_days_30_1mm,9.0,8.0,0.17071337204488304,0.35160732879147666
Wheat,Washington,1991,drought,rain_sum,1009.41,771.81,1.7602779920759997,0.4725876207912221
Wheat,Washington,1991,drought,rain_mean,3.331,2.5389999999999997,1.7803831273584283,0.4725876207912221
Wheat,Washington,1991,drought,dry_days_1mm,138.0,156.5,0.9364152521791075,0.4725876207912221
Wheat,Washington,1991,drought,dry_days_2mm,183.0,198.0,0.9812015276705692,0.4725876207912221
Wheat,Washington,1991,drought,max_dry_spell_1mm,15.0,17.0,0.3059586546668152,0.4725876207912221
Wheat,Washington,1991,drought,dry_spell_events_7d,5.0,7.0,0.8658321592425297,0.4725876207912221
Wheat,Washington,1991,drought,dry_spell_events_14d,3.0,2.0,0.8830079106650346,0.4725876207912221
Barley,Colorado,1992,excess_rain,heavy_rain_days_10,1.0,3.0,1.1067024104210925,0.44120194052372647
Barley,Colorado,1992,excess_rain,heavy_rain_days_20,1.0,0.0,2.4137793047859373,0.44120194052372647
Barley,Colorado,1992,excess_rain,heavy_rain_days_25,1.0,0.0,3.4280333180088163,0.44120194052372647
Barley,Colorado,1992,excess_rain,max_1day_rain,39.39,16.57,3.5232166151788684,0.44120194052372647
Barley,Colorado,1992,excess_rain,max_3day_rain,50.55,28.61,2.191600213013287,0.44120194052372647
Barley,Colorado,1992,excess_rain,max_7day_rain,54.13,42.74,0.8777071467728845,0.44120194052372647
Barley,Colorado,1992,excess_rain,wet_days_1mm,73.0,71.0,0.1555950965845683,0.44120194052372647
Barley,Washington,1992,excess_rain,heavy_rain_days_10,6.0,2.0,2.4797893837952163,0.49578328770342495
Barley,Washington,1992,excess_rain,heavy_rain_days_20,1.0,0.0,2.168497395059757,0.49578328770342495
Barley,Washington,1992,excess_rain,heavy_rain_days_25,1.0,0.0,4.559547530644958,0.49578328770342495
Barley,Washington,1992,excess_rain,max_1day_rain,29.56,13.15,3.249388224178599,0.49578328770342495
Barley,Washington,1992,excess_rain,max_3day_rain,39.0,22.8,1.7006001427187816,0.49578328770342495
Barley,Washington,1992,excess_rain,max_7day_rain,41.16,36.6,0.4279536367325828,0.49578328770342495
Barley,Washington,1992,excess_rain,wet_days_1mm,58.0,52.0,0.5128637302579612,0.49578328770342495
Wheat,Nebraska,1992,heat,season_tmax_mean,14.443,14.113,0.2671813312897089,0.23918749953953466
Wheat,Nebraska,1992,heat,season_tmean_mean,8.222,7.8855,0.3204432405983925,0.23918749953953466
Wheat,Nebraska,1992,heat,growing_degree_days_base5,1658.655,1671.615,0.07282886456663008,0.23918749953953466
Wheat,Nebraska,1992,heat,heat_days_30,12.0,23.0,1.2884686097901443,0.23918749953953466
Wheat,Nebraska,1992,heat,heat_days_35,0.0,3.0,0.6774800636576548,0.23918749953953466
Wheat,Nebraska,1992,heat,max_consecutive_heat_days_30,2.0,6.0,1.4458281064199776,0.23918749953953466
Wheat,Nebraska,1992,heat,max_consecutive_heat_days_35,0.0,1.5,0.6255864173268938,0.23918749953953466
Wheat,Nebraska,1992,heat,heatwave_events_3d_30,0.0,3.0,1.7780371833170068,0.23918749953953466
Wheat,Nebraska,1992,heat,heat_degree_days_30,19.61,60.41,1.0067757907451715,0.23918749953953466
Wheat,Nebraska,1992,heat,heat_degree_days_35,0.0,2.6900000000000004,0.2974017749077798,0.23918749953953466
Wheat,Washington,1992,drought,rain_sum,710.2,771.81,0.4564424540900764,0.4183957835367647
Wheat,Washington,1992,drought,rain_mean,2.336,2.5389999999999997,0.45633557431030375,0.4183957835367647
Wheat,Washington,1992,drought,dry_days_1mm,175.0,156.5,0.9364152521791075,0.4183957835367647
Wheat,Washington,1992,drought,dry_days_2mm,208.0,198.0,0.6541343517803795,0.4183957835367647
Wheat,Washington,1992,drought,max_dry_spell_1mm,32.0,17.0,2.294689910001114,0.4183957835367647
Wheat,Washington,1992,drought,dry_spell_events_7d,8.0,7.0,0.4329160796212648,0.4183957835367647
Wheat,Washington,1992,drought,dry_spell_events_14d,4.0,2.0,1.7660158213300692,0.4183957835367647
Wheat,Washington,1992,drought,hot_dry_days_30_1mm,4.0,0.0,1.9669110822624316,0.4183957835367647
Barley,Colorado,1993,excess_rain,heavy_rain_days_10,1.0,3.0,1.1067024104210925,0.2811498380923855
Barley,Colorado,1993,excess_rain,max_1day_rain,12.43,16.57,0.639181279002652,0.2811498380923855
Barley,Colorado,1993,excess_rain,max_3day_rain,15.66,28.61,1.2935835350283529,0.2811498380923855
Barley,Colorado,1993,excess_rain,max_7day_rain,20.49,42.74,1.7145727845212189,0.2811498380923855
Barley,Colorado,1993,excess_rain,wet_days_1mm,72.0,71.0,0.07779754829228415,0.2811498380923855
Oats,Illinois,1993,drought,rain_sum,878.39,595.4449999999999,2.340760272668674,0.4001509359921169
Oats,Illinois,1993,drought,rain_mean,4.8,3.254,2.3406506195584367,0.4001509359921169
Oats,Illinois,1993,drought,dry_days_1mm,81.0,112.0,3.2353802874808704,0.4001509359921169
Oats,Illinois,1993,drought,dry_days_2mm,96.0,126.0,3.164468990461638,0.4001509359921169
Oats,Illinois,1993,drought,max_dry_spell_1mm,5.0,12.5,1.9680351795367939,0.4001509359921169
Oats,Illinois,1993,drought,dry_spell_events_7d,0.0,5.0,2.9288959306450306,0.4001509359921169
Oats,Illinois,1993,drought,hot_dry_days_30_1mm,3.0,23.0,1.3441514137433463,0.4001509359921169
Oats,Iowa,1993,drought,rain_sum,1122.72,603.345,3.1951378675325772,0.4383439392557457
Oats,Iowa,1993,drought,rain_mean,6.135,3.297,3.195347453299418,0.4383439392557457
Oats,Iowa,1993,drought,dry_days_1mm,69.0,111.0,2.819843538192466,0.4383439392557457
Oats,Iowa,1993,drought,dry_days_2mm,83.0,123.0,3.034808635851819,0.4383439392557457
Oats,Iowa,1993,drought,max_dry_spell_1mm,6.0,12.0,1.4381275442342791,0.4383439392557457
Oats,Iowa,1993,drought,dry_spell_events_7d,0.0,4.0,1.8768665355617922,0.4383439392557457
Oats,Iowa,1993,drought,hot_dry_days_30_1mm,1.0,21.0,1.2300517654016194,0.4383439392557457
Oats,Kansas,1993,excess_rain,heavy_rain_days_10,32.0,18.0,2.5798862240113496,0.23481414145422239
Oats,Kansas,1993,excess_rain,heavy_rain_days_20,10.0,6.0,1.4442477647031189,0.23481414145422239
Oats,Kansas,1993,excess_rain,heavy_rain_days_25,5.0,3.0,1.1917652921147728,0.23481414145422239
Oats,Kansas,1993,excess_rain,heavy_rain_days_50,1.0,0.0,3.0047581314594076,0.23481414145422239
Oats,Kansas,1993,excess_rain,max_1day_rain,50.98,33.98,1.588137669292695,0.23481414145422239
Oats,Kansas,1993,excess_rain,max_3day_rain,79.58,60.74,1.1619371172475812,0.23481414145422239
Oats,Kansas,1993,excess_rain,max_7day_rain,136.46,85.66499999999999,2.7603780995194698,0.23481414145422239
Oats,Kansas,1993,excess_rain,wet_days_1mm,90.0,67.0,2.3362414772217655,0.23481414145422239
Oats,Nebraska,1993,drought,rain_sum,635.72,442.88,1.8392788409130876,0.41143186104748586
Oats,Nebraska,1993,drought,rain_mean,3.474,2.42,1.8395022691683593,0.41143186104748586
Oats,Nebraska,1993,drought,dry_days_1mm,98.0,115.0,1.529836766126557,0.41143186104748586
Oats,Nebraska,1993,drought,dry_days_2mm,110.0,132.0,2.1469721419316556,0.41143186104748586
Oats,Nebraska,1993,drought,max_dry_spell_1mm,11.0,12.0,0.21531433929959526,0.41143186104748586
Oats,Nebraska,1993,drought,dry_spell_events_7d,2.0,5.0,1.392950511016583,0.41143186104748586
Oats,Nebraska,1993,drought,hot_dry_days_30_1mm,10.0,41.0,2.0928043712867783,0.41143186104748586
Wheat,Iowa,1993,drought,rain_sum,912.92,648.04,2.1208293281317827,0.3445999104101221
Wheat,Iowa,1993,drought,rain_mean,3.013,2.138,2.1218627923421005,0.3445999104101221
Wheat,Iowa,1993,drought,dry_days_1mm,187.0,216.0,2.1012677426526403,0.3445999104101221
Wheat,Iowa,1993,drought,dry_days_2mm,203.0,237.0,3.21832964575368,0.3445999104101221
Wheat,Iowa,1993,drought,max_dry_spell_1mm,22.0,21.0,0.14464964888834306,0.3445999104101221
Wheat,Iowa,1993,drought,dry_spell_events_7d,7.0,11.0,1.6538312775905655,0.3445999104101221
Wheat,Iowa,1993,drought,dry_spell_events_14d,2.0,3.0,0.6227155001108605,0.3445999104101221
Wheat,Iowa,1993,drought,hot_dry_days_30_1mm,0.0,7.0,1.0003520507062065,0.3445999104101221
Barley,Texas,1994,excess_rain,heavy_rain_days_10,12.0,13.0,0.2357275679878361,0.23676265737777896
Barley,Texas,1994,excess_rain,heavy_rain_days_20,1.0,4.0,1.2963986757116845,0.23676265737777896
Barley,Texas,1994,excess_rain,heavy_rain_days_25,0.0,3.0,1.7430319760885966,0.23676265737777896
Barley,Texas,1994,excess_rain,max_1day_rain,23.24,31.520000000000003,0.5686418777183535,0.23676265737777896
Barley,Texas,1994,excess_rain,max_3day_rain,61.36,59.33,0.09256052114865472,0.23676265737777896
Barley,Texas,1994,excess_rain,max_7day_rain,99.38,81.975,0.5768551926998553,0.23676265737777896
Barley,Texas,1994,excess_rain,wet_days_1mm,67.0,54.5,0.9361920256638823,0.23676265737777896
Barley,Washington,1994,heat,season_tmax_mean,19.806,19.161,0.6484702883172557,0.4198584152731802
Barley,Washington,1994,heat,season_tmean_mean,13.004,12.7655,0.2775772750321099,0.4198584152731802
Barley,Washington,1994,heat,growing_degree_days_base5,1490.325,1476.4125,0.09938804630568439,0.4198584152731802
Barley,Washington,1994,heat,heat_days_30,6.0,8.0,0.3212090456383792,0.4198584152731802
Barley,Washington,1994,heat,max_consecutive_heat_days_30,5.0,3.0,0.9657658411728938,0.4198584152731802
Barley,Washington,1994,heat,heat_degree_days_30,16.21,12.035,0.2851230298640524,0.4198584152731802
Oats,Washington,1994,heat,season_tmax_mean,19.806,19.161,0.6484702883172557,0.37602761358543507
Oats,Washington,1994,heat,season_tmean_mean,13.004,12.7655,0.2775772750321099,0.37602761358543507
Oats,Washington,1994,heat,growing_degree_days_base5,1490.325,1476.4125,0.09938804630568439,0.37602761358543507
Oats,Washington,1994,heat,heat_days_30,6.0,8.0,0.3212090456383792,0.37602761358543507
Oats,Washington,1994,heat,max_consecutive_heat_days_30,5.0,3.0,0.9657658411728938,0.37602761358543507
Oats,Washington,1994,heat,heat_degree_days_30,16.21,12.035,0.2851230298640524,0.37602761358543507
Wheat,Minnesota,1994,drought,rain_sum,569.46,547.17,0.2020353334476268,0.39429700299711734
Wheat,Minnesota,1994,drought,rain_mean,3.112,2.99,0.20238607403671166,0.39429700299711734
Wheat,Minnesota,1994,drought,dry_days_1mm,107.0,112.0,0.5786282734752513,0.39429700299711734
Wheat,Minnesota,1994,drought,dry_days_2mm,119.0,128.0,1.0563006709723672,0.39429700299711734
Wheat,Minnesota,1994,drought,max_dry_spell_1mm,14.0,12.0,0.5694089032912306,0.39429700299711734
Wheat,Minnesota,1994,drought,dry_spell_events_7d,4.0,3.0,0.6930048314864428,0.39429700299711734
Wheat,Minnesota,1994,drought,dry_spell_events_14d,1.0,0.0,1.6611678641804333,0.39429700299711734
Wheat,Minnesota,1994,drought,hot_dry_days_30_1mm,0.0,5.0,0.611752526231396,0.39429700299711734
Wheat,Texas,1994,excess_rain,heavy_rain_days_10,16.0,20.0,0.5864983750875564,0.1569211048827675
Wheat,Texas,1994,excess_rain,heavy_rain_days_20,3.0,6.5,1.0583869268854182,0.1569211048827675
Wheat,Texas,1994,excess_rain,heavy_rain_days_25,1.0,4.0,1.103354568734741,0.1569211048827675
Wheat,Texas,1994,excess_rain,max_1day_rain,27.02,43.755,0.9185101318061945,0.1569211048827675
Wheat,Texas,1994,excess_rain,max_3day_rain,61.36,74.1,0.39904535708554306,0.1569211048827675
Wheat,Texas,1994,excess_rain,max_7day_rain,99.38,94.105,0.14407564297549108,0.1569211048827675
Wheat,Texas,1994,excess_rain,wet_days_1mm,90.0,76.0,0.7375632220877145,0.1569211048827675
Oats,Minnesota,1995,excess_rain,heavy_rain_days_10,20.0,18.0,0.3932066892024847,0.19409175578001084
Oats,Minnesota,1995,excess_rain,heavy_rain_days_25,1.0,2.0,0.6720424487997773,0.19409175578001084
Oats,Minnesota,1995,excess_rain,max_1day_rain,34.76,34.72,0.0032297437684013553,0.19409175578001084
Oats,Minnesota,1995,excess_rain,max_3day_rain,75.21,52.78,1.3561022748399862,0.19409175578001084
Oats,Minnesota,1995,excess_rain,max_7day_rain,84.64,73.99,0.560440025809348,0.19409175578001084
Oats,Minnesota,1995,excess_rain,wet_days_1mm,85.0,71.0,1.6201591657307035,0.19409175578001084
Oats,South Dakota,1995,heat,season_tmax_mean,23.309,25.775,1.9084869085282292,0.2304113607731767
Oats,South Dakota,1995,heat,season_tmean_mean,16.989,18.882,1.7739697880154868,0.2304113607731767
Oats,South Dakota,1995,heat,growing_degree_days_base5,2244.08,2570.14,1.7422962520291532,0.2304113607731767
Oats,South Dakota,1995,heat,heat_days_30,47.0,59.0,0.7620867702560326,0.2304113607731767
Oats,South Dakota,1995,heat,heat_days_35,11.0,15.0,0.41742689346492495,0.2304113607731767
Oats,South Dakota,1995,heat,heat_days_40,0.0,1.0,0.4322415299500074,0.2304113607731767
Oats,South Dakota,1995,heat,max_consecutive_heat_days_30,8.0,13.0,0.6531409002734235,0.2304113607731767
Oats,South Dakota,1995,heat,max_consecutive_heat_days_35,2.0,4.0,0.7916147450764718,0.2304113607731767
Oats,South Dakota,1995,heat,heatwave_events_3d_30,8.0,7.0,0.42454337510038315,0.2304113607731767
Oats,South Dakota,1995,heat,heatwave_events_3d_35,0.0,2.0,1.202876075009969,0.2304113607731767
Oats,South Dakota,1995,heat,heat_degree_days_30,161.2,210.92,0.5143709021011544,0.2304113607731767
Oats,South Dakota,1995,heat,heat_degree_days_35,19.45,36.52,0.541992562853421,0.2304113607731767
Wheat,Kansas,1995,heat,season_tmax_mean,16.524,17.119500000000002,0.4949780989274499,0.4589621532558362
Wheat,Kansas,1995,heat,season_tmean_mean,10.414,10.799,0.39526326450419197,0.4589621532558362
Wheat,Kansas,1995,heat,growing_degree_days_base5,2109.035,2250.5675,0.6639058086974436,0.4589621532558362
Wheat,Kansas,1995,heat,heat_days_30,19.0,37.0,1.3816630232721139,0.4589621532558362
Wheat,Kansas,1995,heat,heat_days_35,1.0,8.5,1.2205415635792236,0.4589621532558362
Wheat,Kansas,1995,heat,max_consecutive_heat_days_30,8.0,10.0,0.5050992820605084,0.4589621532558362
Wheat,Kansas,1995,heat,max_consecutive_heat_days_35,1.0,3.5,1.0249684379657944,0.4589621532558362
Wheat,Kansas,1995,heat,heatwave_events_3d_30,2.0,5.0,1.4322621335156318,0.4589621532558362
Wheat,Kansas,1995,heat,heatwave_events_3d_35,0.0,1.0,0.9406548042051117,0.4589621532558362
Wheat,Kansas,1995,heat,heat_degree_days_30,36.23,124.07499999999999,1.4003175266790897,0.4589621532558362
Wheat,Kansas,1995,heat,heat_degree_days_35,0.27,13.05,0.686686046722655,0.4589621532558362
Wheat,Minnesota,1995,drought,rain_sum,591.87,547.17,0.4051583402920097,0.26284095900321464
Wheat,Minnesota,1995,drought,rain_mean,3.234,2.99,0.4047721480734233,0.26284095900321464
Wheat,Minnesota,1995,drought,dry_days_1mm,98.0,112.0,1.6201591657307035,0.26284095900321464
Wheat,Minnesota,1995,drought,dry_days_2mm,122.0,128.0,0.7042004473149115,0.26284095900321464
Wheat,Minnesota,1995,drought,max_dry_spell_1mm,13.0,12.0,0.2847044516456153,0.26284095900321464
Wheat,Oklahoma,1995,drought,rain_sum,937.75,708.4,1.3326870630450576,0.45536267245426465
Wheat,Oklahoma,1995,drought,rain_mean,3.095,2.33,1.347064608113447,0.45536267245426465
Wheat,Oklahoma,1995,drought,dry_days_1mm,203.0,222.5,1.3863827141419387,0.45536267245426465
Wheat,Oklahoma,1995,drought,dry_days_2mm,224.0,240.5,1.4315004535057252,0.45536267245426465
Wheat,Oklahoma,1995,drought,max_dry_spell_1mm,15.0,25.0,1.1403347210752763,0.45536267245426465
Wheat,Oklahoma,1995,drought,dry_spell_events_7d,9.0,11.5,1.3234639925218137,0.45536267245426465
Wheat,Oklahoma,1995,drought,hot_dry_days_30_1mm,18.0,34.5,1.1038869964858866,0.45536267245426465
Barley,Oklahoma,1996,heat,season_tmax_mean,29.973,29.584,0.2540336506151943,0.3885928426018406
Barley,Oklahoma,1996,heat,heat_days_30,92.0,94.0,0.11185746874587647,0.3885928426018406
Barley,Oklahoma,1996,heat,heat_days_35,31.0,32.0,0.04827965550073945,0.3885928426018406
Barley,Oklahoma,1996,heat,heat_days_40,6.0,1.0,0.427300708154936,0.3885928426018406
Barley,Oklahoma,1996,heat,max_consecutive_heat_days_30,26.0,33.0,0.3557621880095525,0.3885928426018406
Barley,Oklahoma,1996,heat,heatwave_events_3d_30,10.0,8.0,0.9494034056951107,0.3885928426018406
Barley,Oklahoma,1996,heat,heatwave_events_3d_35,5.0,4.0,0.5676617222925588,0.3885928426018406
Barley,Oklahoma,1996,heat,heat_degree_days_30,416.22,396.87,0.09773793442235876,0.3885928426018406
Barley,Oklahoma,1996,heat,heat_degree_days_35,107.09,57.4,0.46994734755672957,0.3885928426018406
Barley,Texas,1996,excess_rain,heavy_rain_days_10,19.0,13.0,1.4143654079270165,0.20351214962443803
Barley,Texas,1996,excess_rain,heavy_rain_days_20,3.0,4.0,0.43213289190389487,0.20351214962443803
Barley,Texas,1996,excess_rain,heavy_rain_days_25,2.0,3.0,0.581010658696199,0.20351214962443803
Barley,Texas,1996,excess_rain,max_1day_rain,29.72,31.520000000000003,0.12361779950399013,0.20351214962443803
Barley,Texas,1996,excess_rain,max_3day_rain,54.47,59.33,0.22159809496672989,0.20351214962443803
Barley,Texas,1996,excess_rain,max_7day_rain,89.45,81.975,0.24774447373923716,0.20351214962443803
Barley,Texas,1996,excess_rain,wet_days_1mm,76.0,54.5,1.6102502841418775,0.20351214962443803
Oats,Colorado,1996,drought,rain_sum,305.42,285.92,0.3427111932984123,0.11504337972582086
Oats,Colorado,1996,drought,rain_mean,1.669,1.562,0.3441540816738245,0.11504337972582086
Oats,Colorado,1996,drought,dry_days_1mm,102.0,112.0,0.7779754829228415,0.11504337972582086
Oats,Colorado,1996,drought,dry_days_2mm,133.0,137.0,0.3954471959712145,0.11504337972582086
Oats,Colorado,1996,drought,max_dry_spell_1mm,14.0,17.0,0.5742248728847692,0.11504337972582086
Oats,Colorado,1996,drought,dry_spell_events_7d,3.0,6.0,1.7977886969538517,0.11504337972582086
Oats,Colorado,1996,drought,hot_dry_days_30_1mm,0.0,1.0,0.630458203484205,0.11504337972582086
Oats,Montana,1996,drought,rain_sum,261.61,350.57,1.2858418498611397,0.37397660663198473
Oats,Montana,1996,drought,rain_mean,1.43,1.916,1.2853698958719662,0.37397660663198473
Oats,Montana,1996,drought,dry_days_2mm,145.0,135.0,1.099139180677654,0.37397660663198473
Oats,Montana,1996,drought,max_dry_spell_1mm,12.0,13.0,0.19018758866831445,0.37397660663198473
Oats,Montana,1996,drought,dry_spell_events_7d,8.0,5.0,1.7460051181478777,0.37397660663198473
Oats,Montana,1996,drought,hot_dry_days_30_1mm,13.0,14.0,0.10747187893740623,0.37397660663198473
Oats,Texas,1996,excess_rain,heavy_rain_days_10,19.0,13.0,1.4143654079270165,0.1318554063999658
Oats,Texas,1996,excess_rain,heavy_rain_days_20,3.0,4.0,0.43213289190389487,0.1318554063999658
Oats,Texas,1996,excess_rain,heavy_rain_days_25,2.0,3.0,0.581010658696199,0.1318554063999658
Oats,Texas,1996,excess_rain,max_1day_rain,29.72,31.520000000000003,0.12361779950399013,0.1318554063999658
Oats,Texas,1996,excess_rain,max_3day_rain,54.47,59.33,0.22159809496672989,0.1318554063999658
Oats,Texas,1996,excess_rain,max_7day_rain,89.45,81.975,0.24774447373923716,0.1318554063999658
Oats,Texas,1996,excess_rain,wet_days_1mm,76.0,54.5,1.6102502841418775,0.1318554063999658
Wheat,Illinois,1996,drought,rain_sum,710.2,804.935,0.6641589097847399,0.2888508856842797
Wheat,Illinois,1996,drought,rain_mean,2.336,2.6565000000000003,0.679920756197835,0.2888508856842797
Wheat,Illinois,1996,drought,dry_days_1mm,205.0,204.5,0.04808938092197329,0.2888508856842797
Wheat,Illinois,1996,drought,dry_days_2mm,225.0,226.0,0.10255329374278482,0.2888508856842797
Wheat,Illinois,1996,drought,max_dry_spell_1mm,26.0,19.0,1.4207408607676262,0.2888508856842797
Wheat,Illinois,1996,drought,dry_spell_events_14d,2.0,1.0,0.8821894264069577,0.2888508856842797
Wheat,Illinois,1996,drought,hot_dry_days_30_1mm,6.0,8.0,0.3414267440897661,0.2888508856842797
Wheat,Kansas,1996,drought,rain_sum,432.65,558.63,0.9860378751902585,0.35846550173087977
Wheat,Kansas,1996,drought,rain_mean,1.423,1.8439999999999999,0.9981495462102052,0.35846550173087977
Wheat,Kansas,1996,drought,dry_days_1mm,255.0,233.0,1.7881976806627242,0.35846550173087977
Wheat,Kansas,1996,drought,dry_days_2mm,263.0,249.5,1.3865542668808624,0.35846550173087977
Wheat,Kansas,1996,drought,max_dry_spell_1mm,47.0,33.0,1.2069734379914867,0.35846550173087977
Wheat,Kansas,1996,drought,dry_spell_events_7d,11.0,12.0,0.4742146442528366,0.35846550173087977
Wheat,Kansas,1996,drought,dry_spell_events_14d,3.0,4.0,0.8180128247238176,0.35846550173087977
Wheat,Kansas,1996,drought,hot_dry_days_30_1mm,34.0,28.5,0.5185943651618,0.35846550173087977
Wheat,Oklahoma,1996,drought,rain_sum,497.38,708.4,1.226176690838317,0.593101617786757
Wheat,Oklahoma,1996,drought,rain_mean,1.636,2.33,1.2220429255303689,0.593101617786757
Wheat,Oklahoma,1996,drought,dry_days_1mm,243.0,222.5,1.457479263585115,0.593101617786757
Wheat,Oklahoma,1996,drought,dry_days_2mm,257.0,240.5,1.4315004535057252,0.593101617786757
Wheat,Oklahoma,1996,drought,max_dry_spell_1mm,44.0,25.0,2.1666359700430253,0.593101617786757
