crop,region,year,step,feature,from_value,to_value,standardized_delta,prediction_before_t_ha,prediction_after_t_ha,prediction_gain_t_ha
Oats,Texas,2007,3,heat_days_40,0.0,1.0,0.0913562615225092,-0.07647050964450103,-0.06931188128932318,0.007158628355177846
Oats,Texas,2007,4,dry_days_1mm,105.0,109.0,0.2995814482124423,-0.06931188128932318,-0.05232140302435744,0.01699047826496574
Oats,Washington,2007,1,heat_degree_days_35,0.0,0.007000000000000598,0.005269534149907154,-0.39625313347482016,-0.3927870783169882,0.0034660551578319376
Oats,Washington,2007,2,wet_days_1mm,41.0,52.0,0.9402501721395955,-0.3927870783169882,-0.2962112197471932,0.096575858569795
Oats,Washington,2007,3,max_consecutive_heat_days_30,5.0,3.0,0.9657658411728938,-0.2962112197471932,-0.17992957442125507,0.11628164532593815
Oats,Washington,2007,4,rain_sum,153.37,169.885,0.29855304998940846,-0.17992957442125507,-0.1386871984505627,0.04124237597069236
Wheat,Illinois,2007,1,max_3day_rain,81.3,85.025,0.1466105727986698,-0.3804620708433123,-0.35269607858370594,0.027765992259606354
Wheat,Illinois,2007,2,heavy_rain_days_25,5.0,3.0,0.8879671204547841,-0.35269607858370594,-0.2358051015973616,0.11689097698634435
Wheat,Illinois,2007,3,max_7day_rain,81.43,65.86,0.5387866720278874,-0.2358051015973616,-0.16841638196707254,0.06738871963028906
Wheat,Illinois,2007,4,max_1day_rain,39.25,40.96,0.12633764412227275,-0.16841638196707254,-0.15579805192991966,0.012618330037152875
Wheat,Kansas,2007,1,heat_degree_days_35,0.44,0.0,0.023641773126601578,-0.3934896463275198,-0.37686015487420854,0.016629491453311274
Wheat,Kansas,2007,2,heat_days_35,1.0,0.0,0.16273887514389648,-0.37686015487420854,-0.3401162873782819,0.03674386749592662
Wheat,Kansas,2007,3,min_tmin,-17.78,-17.82,0.013101629254404796,-0.3401162873782819,-0.3378938302476819,0.002222457130600042
Wheat,Kansas,2007,4,max_consecutive_heat_days_35,1.0,0.0,0.4099873751863178,-0.3378938302476819,-0.2879003000801105,0.049993530167571354
Oats,North Dakota,2008,1,heat_degree_days_30,40.82,40.025,0.018640041225648715,-0.28863123730265206,-0.28535567719528926,0.003275560107362796
Oats,North Dakota,2008,2,max_7day_rain,75.62,74.14500000000001,0.06120370103184637,-0.28535567719528926,-0.27850034796459944,0.006855329230689822
Oats,North Dakota,2008,3,max_3day_rain,54.36,46.25,0.5328335664243433,-0.27850034796459944,-0.22457498744460172,0.05392536051999772
Oats,North Dakota,2008,4,max_consecutive_heat_days_30,5.0,4.0,0.3599610598007206,-0.22457498744460172,-0.19345487347583937,0.031120113968762353
Oats,Illinois,2009,1,max_consecutive_heat_days_30,7.0,3.5,0.3826485310407677,-0.2853030568871728,-0.21452512787984065,0.07077792900733212
Oats,Illinois,2009,2,heat_degree_days_30,9.51,10.004999999999999,0.006698520311042513,-0.21452512787984065,-0.21331060048509898,0.0012145273947416768
Oats,Illinois,2009,3,heavy_rain_days_50,0.0,1.0,1.3612278194595453,-0.21331060048509898,-0.09810881480398856,0.11520178568111042
Oats,Illinois,2009,4,max_1day_rain,32.25,32.6925,0.031956416834800314,-0.09810881480398856,-0.09624803396192196,0.0018607808420666033
Wheat,Illinois,2009,1,dry_spell_events_14d,0.0,1.0,0.8821894264069577,-0.49520728957797083,-0.4204876197237962,0.07471966985417461
Wheat,Illinois,2009,2,heat_degree_days_35,0.0,0.6699999999999999,0.1650784473091453,-0.4204876197237962,-0.40793050840554634,0.01255711131824988
Wheat,Illinois,2009,3,heavy_rain_days_10,36.0,17.5,2.81945479140013,-0.40793050840554634,-0.22686094409838864,0.1810695643071577
Wheat,Illinois,2009,4,heatwave_events_3d_30,1.0,0.0,0.8128490940584168,-0.22686094409838864,-0.17647131328720356,0.05038963081118508
Wheat,Oklahoma,2009,1,rain_mean,1.735,2.113,0.6656083945972323,-0.5624911604710294,-0.3999863934225491,0.16250476704848033
Wheat,Oklahoma,2009,2,heatwave_events_3d_30,2.0,3.0,0.45643546458763845,-0.3999863934225491,-0.3442343834883757,0.0557520099341734
Wheat,Oklahoma,2009,3,wet_days_1mm,72.0,80.5,0.6022908588510504,-0.3442343834883757,-0.2899307595187351,0.05430362396964061
Wheat,Oklahoma,2009,4,rain_sum,525.78,640.165,0.6646584247063828,-0.2899307595187351,-0.2342652808047574,0.0556654787139777
Wheat,Texas,2009,1,rain_mean,1.522,1.6625,0.21445877883782657,-0.4085366637598174,-0.37104510376621225,0.03749155999360515
Wheat,Texas,2009,2,wet_days_1mm,51.0,52.0,0.05268308729197961,-0.37104510376621225,-0.35880894830397464,0.012236155462237608
Wheat,Texas,2009,3,dry_days_1mm,252.0,227.0,1.3159688599363957,-0.35880894830397464,-0.21642670404345146,0.14238224426052318
Wheat,Texas,2009,4,max_7day_rain,94.73,69.315,0.6941578135018224,-0.21642670404345146,-0.17225439032403966,0.0441723137194118
Oats,Illinois,2010,1,max_consecutive_heat_days_30,6.0,3.5,0.27332037931483405,-0.32565499685347715,-0.27622323363654705,0.0494317632169301
Oats,Illinois,2010,2,heatwave_events_3d_30,2.0,4.0,0.7570025567654333,-0.27622323363654705,-0.18474493620583665,0.0914782974307104
Oats,Illinois,2010,3,dry_days_1mm,103.0,103.5,0.052183553023885006,-0.18474493620583665,-0.18114003014161464,0.0036049060642220077
Oats,Illinois,2010,4,heat_degree_days_35,0.0,2.885,0.1701888454478972,-0.18114003014161464,-0.17248060275627863,0.00865942738533601
Oats,Iowa,2010,1,heat_days_30,16.0,17.5,0.0702405129250844,-0.32054298106125745,-0.314686194414653,0.005856786646604439
Oats,Iowa,2010,2,heatwave_events_3d_30,1.0,4.5,1.1451084964728226,-0.314686194414653,-0.24936850962231993,0.06531768479233308
Oats,Iowa,2010,3,dry_spell_events_7d,1.0,2.75,0.8211291093082841,-0.24936850962231993,-0.2236302421522074,0.02573826747011254
Oats,Iowa,2010,4,rain_mean,5.479,4.314,1.311691255494652,-0.2236302421522074,-0.18191618568366533,0.041714056468542066
Oats,Oklahoma,2010,1,heavy_rain_days_10,18.0,19.0,0.179535691245227,-0.12620544292579014,-0.10965813423820925,0.01654730868758089
Oats,Oklahoma,2010,2,max_consecutive_heat_days_35,10.0,12.0,0.1744195228423364,-0.10965813423820925,-0.09374323621783819,0.015914898020371063
Oats,Oklahoma,2010,3,wet_days_1mm,61.0,63.0,0.17471931255177636,-0.09374323621783819,-0.08210432353306459,0.0116389126847736
Oats,Oklahoma,2010,4,rain_mean,3.162,3.227,0.08259040183624157,-0.08210432353306459,-0.07758449415944445,0.004519829373620138
Wheat,Illinois,2010,1,dry_spell_events_14d,0.0,1.0,0.8821894264069577,-0.5444590809134124,-0.4788818358992782,0.06557724501413426
Wheat,Illinois,2010,2,growing_degree_days_base5,1918.325,1930.045,0.06614881583161085,-0.4788818358992782,-0.47432980356081716,0.004552032338461021
Wheat,Illinois,2010,3,heavy_rain_days_10,42.0,17.5,3.733872561583956,-0.47432980356081716,-0.23976577968573712,0.23456402387508005
Wheat,Illinois,2010,4,max_7day_rain,99.83,108.83,0.31143738267507926,-0.23976577968573712,-0.2264091292276085,0.013356650458128616
Barley,Kansas,2011,1,rain_sum,352.86,314.41,0.32434275448166555,-0.6485607169126253,-0.5032070482372285,0.14535366867539679
Barley,Kansas,2011,2,rain_mean,1.928,1.718,0.3242009404842577,-0.5032070482372285,-0.38716479869272374,0.11604224954450476
Barley,Kansas,2011,3,heavy_rain_days_10,12.0,11.9,0.018427758742938147,-0.38716479869272374,-0.3766238266013551,0.010540972091368617
Barley,Kansas,2011,4,heatwave_events_3d_30,7.0,8.0,0.44722067183239506,-0.3766238266013551,-0.31460063445262093,0.062023192148734196
Barley,Minnesota,2011,1,rain_mean,3.198,2.99,0.34505166721013125,-0.5066833381700151,-0.39716689431264957,0.10951644385736553
Barley,Minnesota,2011,2,max_3day_rain,56.37,52.78,0.21704891514380506,-0.39716689431264957,-0.3300485780357578,0.06711831627689174
Barley,Minnesota,2011,3,heat_degree_days_30,8.57,4.75,0.13112927172472974,-0.3300485780357578,-0.29094456574415584,0.039104012291601986
Barley,Minnesota,2011,4,wet_days_1mm,75.0,71.0,0.462902618780201,-0.29094456574415584,-0.19659716269974073,0.0943474030444151
Barley,North Dakota,2011,1,max_3day_rain,54.41,46.25,0.5361186069078471,-0.6237417806427595,-0.5025186563812988,0.12122312426146076
Barley,North Dakota,2011,2,max_7day_rain,64.96,60.97,0.1655611980454696,-0.5025186563812988,-0.4673668643614816,0.03515179201981716
Barley,North Dakota,2011,3,heat_degree_days_30,19.97,18.28,0.039624741724963795,-0.4673668643614816,-0.4613389730016251,0.006027891359856541
Barley,North Dakota,2011,4,wet_days_1mm,80.0,72.0,0.9013607697929302,-0.4613389730016251,-0.3374877086275185,0.1238512643741066
Barley,South Dakota,2011,1,growing_degree_days_base5,2337.545,2338.88125,0.007140229917112406,-0.560239141431563,-0.5550621727201156,0.0051769687114473495
Barley,South Dakota,2011,2,frost_days_0,15.0,14.0,0.18250287115308034,-0.5550621727201156,-0.5265793087254154,0.028482863994700236
Barley,South Dakota,2011,3,hot_dry_days_30_1mm,31.0,32.0,0.07720934007753655,-0.5265793087254154,-0.5159328156721684,0.010646493053246942
Barley,South Dakota,2011,4,min_tmin,-9.23,-7.8125,0.5254964168275641,-0.5159328156721684,-0.45968853193065334,0.05624428374151508
Oats,Kansas,2011,1,rain_sum,352.86,314.41,0.32434275448166555,-0.5522679263457534,-0.49560198734633704,0.056665938999416354
Oats,Kansas,2011,2,rain_mean,1.928,2.1105,0.2817460554208432,-0.49560198734633704,-0.44721896116637255,0.04838302617996448
Oats,Kansas,2011,3,heatwave_events_3d_30,7.0,3.0,1.7888826873295802,-0.44721896116637255,-0.18796411635430404,0.2592548448120685
Oats,Kansas,2011,4,wet_days_1mm,51.0,63.0,1.218908596811356,-0.18796411635430404,-0.07234519766522521,0.11561891868907884
Oats,Minnesota,2011,1,rain_mean,3.198,2.99,0.34505166721013125,-0.3896159031161264,-0.303325778073481,0.08629012504264544
Oats,Minnesota,2011,2,heat_degree_days_30,8.57,4.75,0.13112927172472974,-0.303325778073481,-0.273603152985691,0.02972262508779
Oats,Minnesota,2011,3,max_3day_rain,56.37,52.78,0.21704891514380506,-0.273603152985691,-0.22931191452277372,0.04429123846291727
Oats,Minnesota,2011,4,wet_days_1mm,75.0,71.0,0.462902618780201,-0.22931191452277372,-0.17033970862672795,0.058972205896045765
Oats,North Dakota,2011,1,max_7day_rain,64.96,60.97,0.1655611980454696,-0.4429363237813393,-0.4135186898964319,0.029417633884907368
Oats,North Dakota,2011,2,heat_degree_days_30,19.97,18.28,0.039624741724963795,-0.4135186898964319,-0.40758696594479993,0.005931723951631995
Oats,North Dakota,2011,3,max_3day_rain,54.41,46.25,0.5361186069078471,-0.40758696594479993,-0.33533126628143756,0.07225569966336237
Oats,North Dakota,2011,4,heatwave_events_3d_30,0.0,1.0,0.5211538212861164,-0.33533126628143756,-0.2861800660569733,0.04915120022446423
Oats,South Dakota,2011,1,growing_degree_days_base5,2337.545,2338.88125,0.007140229917112406,-0.5247838820210251,-0.520434659891827,0.004349222129198083
Oats,South Dakota,2011,2,frost_days_0,15.0,14.0,0.18250287115308034,-0.520434659891827,-0.49253073331196306,0.027903926579863958
Oats,South Dakota,2011,3,hot_dry_days_30_1mm,31.0,32.0,0.07720934007753655,-0.49253073331196306,-0.4836372299121268,0.008893503399836244
Oats,South Dakota,2011,4,heatwave_events_3d_30,6.0,3.0,1.2736301253011495,-0.4836372299121268,-0.3679072616264619,0.1157299682856649
Oats,Texas,2011,1,max_1day_rain,27.4,27.115,0.0195728182547984,-0.3431137640699804,-0.3416442919017082,0.0014694721682722012
Oats,Texas,2011,2,rain_mean,0.735,1.7025000000000001,1.5655328082888493,-0.3416442919017082,-0.23458094119223993,0.10706335070946826
Oats,Texas,2011,3,max_7day_rain,37.22,62.62,0.8418340646122564,-0.23458094119223993,-0.19226404769291072,0.04231689349932921
Oats,Texas,2011,4,rain_sum,134.58,311.58000000000004,1.565264898798248,-0.19226404769291072,-0.11569126444626349,0.07657278324664724
Wheat,Iowa,2011,1,dry_days_1mm,229.0,229.2,0.01449150167346566,-0.5032616122189784,-0.49965660466314665,0.0036050075558317074
Wheat,Iowa,2011,2,dry_spell_events_14d,5.0,4.0,0.6227155001108605,-0.49965660466314665,-0.35271251983339375,0.1469440848297529
Wheat,Iowa,2011,3,heat_degree_days_30,10.38,13.31,0.12882482405491116,-0.35271251983339375,-0.3271572564937698,0.025555263339623935
Wheat,Iowa,2011,4,rain_sum,624.07,592.08,0.25613610014699395,-0.3271572564937698,-0.2882448892658098,0.03891236722795999
Wheat,North Dakota,2011,1,heat_degree_days_30,19.97,18.28,0.039624741724963795,-0.5837008961554482,-0.5740207267712715,0.009680169384176707
Wheat,North Dakota,2011,2,max_7day_rain,64.96,60.97,0.1655611980454696,-0.5740207267712715,-0.5429814238628528,0.03103930290841872
Wheat,North Dakota,2011,3,max_3day_rain,54.41,46.25,0.5361186069078471,-0.5429814238628528,-0.4472722392207708,0.09570918464208195
Wheat,North Dakota,2011,4,wet_days_1mm,80.0,72.0,0.9013607697929302,-0.4472722392207708,-0.32887400390888394,0.11839823531188687
Wheat,Oklahoma,2011,1,rain_mean,1.49,1.713,0.3926737354369918,-0.5517198892591005,-0.5091990781298426,0.042520811129257985
Wheat,Oklahoma,2011,2,wet_days_1mm,51.0,72.0,1.488012710102595,-0.5091990781298426,-0.3391635604128021,0.17003551771704045
Wheat,Oklahoma,2011,3,dry_days_1mm,252.0,231.25,1.4752534009459093,-0.3391635604128021,-0.19233690324934702,0.14682665716345508
Wheat,Oklahoma,2011,4,heavy_rain_days_20,6.0,7.0,0.25482359571881275,-0.19233690324934702,-0.1735646505558371,0.018772252693509905
Wheat,Texas,2011,1,wet_days_1mm,42.0,62.0,1.0536617458395923,-0.42016028085387536,-0.326160365042739,0.09399991581113637
Wheat,Texas,2011,2,rain_mean,1.267,1.6625,0.6036900144509638,-0.326160365042739,-0.2630513449167009,0.06310902012603808
Wheat,Texas,2011,3,dry_days_1mm,261.0,227.0,1.789717649513498,-0.2630513449167009,-0.1544080104008278,0.1086433345158731
Wheat,Texas,2011,4,dry_days_2mm,272.0,252.25,1.241072454426347,-0.1544080104008278,-0.10328706849765709,0.05112094190317071
Barley,South Dakota,2012,1,heatwave_events_3d_30,8.0,7.0,0.42454337510038315,-0.34362341601810914,-0.27304348278787455,0.07057993323023459
Barley,South Dakota,2012,2,rain_sum,275.56,313.58,0.46548151970029417,-0.27304348278787455,-0.20350129157490787,0.06954219121296668
Barley,South Dakota,2012,3,rain_mean,1.506,1.714,0.4659675021304444,-0.20350129157490787,-0.1409662337623451,0.06253505781256277
Barley,South Dakota,2012,4,wet_days_1mm,50.0,54.0,0.5155504193486841,-0.1409662337623451,-0.07412772286287882,0.06683851089946628
Canola,North Dakota,2012,1,rain_mean,1.56,1.7215,0.3539097291831804,-0.1666923613256329,-0.1349178673993986,0.0317744939262343
Canola,North Dakota,2012,2,rain_sum,285.57,315.025,0.3527480653761479,-0.1349178673993986,-0.09930192925979606,0.03561593813960254
Canola,North Dakota,2012,3,heavy_rain_days_20,1.0,2.0,0.4909561461269994,-0.09930192925979606,-0.06232147989754688,0.036980449362249174
Canola,North Dakota,2012,4,heatwave_events_3d_30,5.0,2.0,1.5634614638583493,-0.06232147989754688,0.020287216837421334,0.08260869673496822
Oats,Kansas,2012,1,rain_mean,1.718,2.1105,0.6059469959051009,-0.34796412299526525,-0.2890170595208405,0.058947063474424743
Oats,Kansas,2012,2,rain_sum,314.41,386.204,0.6056141408389258,-0.2890170595208405,-0.23173139942365734,0.057285660097183166
Oats,Kansas,2012,3,heatwave_events_3d_30,9.0,10.0,0.44722067183239506,-0.23173139942365734,-0.1980932879343402,0.03363811148931714
Oats,Kansas,2012,4,heavy_rain_days_20,3.0,4.0,0.3610619411757797,-0.1980932879343402,-0.17348917268544636,0.024604115248893832
Oats,Kansas,2013,1,heatwave_events_3d_30,8.0,10.0,0.8944413436647901,-0.22346912736932054,-0.14141114001790192,0.08205798735141862
Oats,Kansas,2013,2,hot_dry_days_30_1mm,55.0,58.0,0.193841532397374,-0.14141114001790192,-0.13044201726971474,0.010969122748187177
Oats,Kansas,2013,3,heatwave_events_3d_35,5.0,4.0,0.4809350186543473,-0.13044201726971474,-0.10465665499286252,0.025785362276852228
Oats,Kansas,2013,4,max_3day_rain,71.91,50.1,1.345108732864636,-0.10465665499286252,-0.050925542580346726,0.05373111241251579
Oats,Minnesota,2013,1,frost_events_2d,4.0,3.0,0.9722196454305163,-0.13215943600268695,-0.06290933825125289,0.06925009775143406
Oats,Minnesota,2013,2,max_7day_rain,78.93,84.36,0.2857454779478642,-0.06290933825125289,-0.04597204831570631,0.01693728993554658
Oats,Minnesota,2013,3,growing_degree_days_base5,2031.26,2013.64,0.10868605785787987,-0.04597204831570631,-0.039900215700895816,0.006071832614810493
Oats,Minnesota,2013,4,dry_spell_events_7d,4.0,6.0,1.3860096629728855,-0.039900215700895816,0.02819112713577748,0.0680913428366733
Wheat,Colorado,2013,1,dry_days_1mm,237.0,233.5,0.2584876551186391,-0.62469311403025,-0.5425718801609476,0.08212123386930237
Wheat,Colorado,2013,2,rain_mean,0.851,0.89475,0.22275428110184323,-0.5425718801609476,-0.4703801834637579,0.07219169669718972
Wheat,Colorado,2013,3,wet_days_1mm,66.0,69.75,0.2777584254142743,-0.4703801834637579,-0.4215417333552398,0.04883845010851806
Wheat,Colorado,2013,4,frost_events_2d,5.0,4.5,0.2834733547569204,-0.4215417333552398,-0.37711494890597685,0.04442678444926296
Wheat,Nebraska,2013,1,rain_sum,305.69,304.78999999999996,0.00801628850462618,-0.5799344863856986,-0.5781327407706959,0.0018017456150026812
Wheat,Nebraska,2013,2,wet_days_1mm,46.0,49.5,0.30307732241426383,-0.5781327407706959,-0.540823887297632,0.0373088534730639
Wheat,Nebraska,2013,3,dry_days_2mm,265.0,260.25,0.46405966451969505,-0.540823887297632,-0.48976063801927067,0.05106324927836131
Wheat,Nebraska,2013,4,rain_mean,1.009,1.19775,0.5095833630620552,-0.48976063801927067,-0.4370672412282329,0.052693396791037794
Barley,Minnesota,2014,1,hot_dry_days_30_1mm,0.0,2.0,0.24470101049255838,-0.38991487886131915,-0.3473767682315801,0.04253811062973906
Barley,Minnesota,2014,2,heat_degree_days_30,0.0,0.78,0.026775086896672563,-0.3473767682315801,-0.34397677153512995,0.003399996696450136
Barley,Minnesota,2014,3,wet_days_1mm,78.0,71.0,0.8100795828653518,-0.34397677153512995,-0.25739739223356417,0.08657937930156578
Barley,Minnesota,2014,4,max_7day_rain,84.36,73.99,0.5457054523608392,-0.25739739223356417,-0.21267931281426583,0.04471807941929834
Canola,Oklahoma,2014,1,max_7day_rain,84.44,83.77,0.022364951947608482,-0.5372358153573066,-0.5280301406158908,0.00920567474141576
Canola,Oklahoma,2014,2,heatwave_events_3d_30,10.0,9.0,0.47470170284755536,-0.5280301406158908,-0.3675622856225402,0.16046785499335064
Canola,Oklahoma,2014,3,wet_days_1mm,49.0,56.0,0.6115175939312173,-0.3675622856225402,-0.13981332983134917,0.227748955791191
Canola,Oklahoma,2014,4,max_1day_rain,42.6,46.7,0.26421428794147644,-0.13981332983134917,-0.1058538817452257,0.03395944808612347
Canola,Washington,2014,1,frost_events_2d,5.0,4.0,0.6777430984797153,-0.2794061913537439,-0.12143998322329892,0.15796620813044498
Canola,Washington,2014,2,wet_days_1mm,56.0,52.0,0.3419091535053075,-0.12143998322329892,-0.05415877522732556,0.06728120799597337
Canola,Washington,2014,3,max_7day_rain,40.37,42.9,0.23743918880119214,-0.05415877522732556,-0.024475873024823812,0.02968290220250175
Canola,Washington,2014,4,season_tmax_mean,19.594,19.161,0.4353296664207315,-0.024475873024823812,0.018715822394761092,0.043191695419584904
Oats,Iowa,2014,1,wet_days_1mm,75.0,72.0,0.20141739558517616,-0.2654248994820225,-0.23761002053583508,0.02781487894618745
Oats,Iowa,2014,2,heat_days_30,7.0,2.0,0.23413504308361466,-0.23761002053583508,-0.20808194318076065,0.029528077355074428
Oats,Iowa,2014,3,heat_degree_days_30,4.4,6.709999999999999,0.027825235558537165,-0.20808194318076065,-0.20443963402389093,0.003642309156869722
Oats,Iowa,2014,4,max_consecutive_heat_days_30,2.0,1.0,0.13196172910745674,-0.20443963402389093,-0.19060896704656913,0.013830666977321798
Oats,Texas,2014,1,wet_days_1mm,47.0,54.5,0.5617152153983294,-0.2711670122352484,-0.18955420127513764,0.08161281096011078
Oats,Texas,2014,2,heatwave_events_3d_30,10.0,9.0,0.5021881942620121,-0.18955420127513764,-0.12409595427466126,0.06545824700047638
Oats,Texas,2014,3,rain_mean,2.333,2.4074999999999998,0.12055007154265486,-0.12409595427466126,-0.1160153328241591,0.00808062145050216
Oats,Texas,2014,4,heat_degree_days_30,601.4,577.2625,0.12187138424453153,-0.1160153328241591,-0.10906276459368383,0.00695256823047527
Wheat,Kansas,2014,1,rain_mean,1.555,1.8439999999999999,0.6851905435979795,-0.7326220958293305,-0.52559818800304,0.20702390782629043
Wheat,Kansas,2014,2,dry_days_2mm,257.0,256.25,0.07703079260449235,-0.52559818800304,-0.5058018328457013,0.019796355157338685
Wheat,Kansas,2014,3,dry_spell_events_14d,5.0,4.0,0.8180128247238176,-0.5058018328457013,-0.33158485691040335,0.174216975935298
Wheat,Kansas,2014,4,dry_days_1mm,245.0,243.25,0.142242997325444,-0.33158485691040335,-0.3062494774615667,0.025335379448836626
Wheat,Oklahoma,2014,1,rain_mean,1.691,1.713,0.038739112913066476,-0.7550690873154979,-0.7271888729395595,0.02788021437593846
Wheat,Oklahoma,2014,2,dry_days_1mm,240.0,231.25,0.622094807627793,-0.7271888729395595,-0.5544429759401174,0.1727458969994421
Wheat,Oklahoma,2014,3,heatwave_events_3d_30,8.0,7.0,0.45643546458763845,-0.5544429759401174,-0.45880278101135447,0.09564019492876291
Wheat,Oklahoma,2014,4,wet_days_1mm,63.0,72.0,0.6377197329011122,-0.45880278101135447,-0.3474724865454626,0.11133029446589188
Wheat,Washington,2014,1,dry_spell_events_14d,3.0,2.0,0.8830079106650346,-0.7253059656276901,-0.1755884071218468,0.5497175585058434
Wheat,Washington,2014,2,wet_days_1mm,137.0,147.0,0.5054817044569099,-0.1755884071218468,-0.0412268958618679,0.13436151125997892
Wheat,Washington,2014,3,max_7day_rain,86.6,80.6,0.24883016245252979,-0.0412268958618679,-0.0034119249759221263,0.03781497088594578
Barley,South Dakota,2015,1,max_7day_rain,74.05,64.325,0.4159843932051358,-0.27452731728769575,-0.11513975155641455,0.1593875657312812
Barley,South Dakota,2015,2,max_3day_rain,52.32,53.64,0.08319433409387453,-0.11513975155641455,-0.09932609090772782,0.015813660648686736
Barley,South Dakota,2015,3,wet_days_1mm,63.0,64.0,0.12888760483717102,-0.09932609090772782,-0.0817458291876089,0.01758026172011891
Barley,South Dakota,2015,4,rain_sum,450.61,412.03,0.4723376388752598,-0.0817458291876089,-0.029427174133196822,0.052318655054412085
Barley,Washington,2015,1,rain_mean,0.602,0.9285000000000001,1.0800914644783866,-0.9456099183947825,-0.665770059171519,0.2798398592232635
Barley,Washington,2015,2,heavy_rain_days_10,1.0,2.0,0.6199473459488041,-0.665770059171519,-0.5361919159238148,0.12957814324770422
Barley,Washington,2015,3,rain_sum,110.18,169.885,1.0793284801463907,-0.5361919159238148,-0.35263368496475983,0.18355823095905494
Barley,Washington,2015,4,max_3day_rain,18.96,19.950000000000003,0.10392556427725909,-0.35263368496475983,-0.33628776857842274,0.01634591638633709
Canola,Washington,2015,1,rain_mean,0.602,0.9285000000000001,1.0800914644783866,-0.5541030973026841,-0.37063334389553737,0.18346975340714677
Canola,Washington,2015,2,rain_sum,110.18,148.34,0.689844649566808,-0.37063334389553737,-0.28893978157688704,0.08169356231865033
Canola,Washington,2015,3,heavy_rain_days_10,1.0,2.0,0.6199473459488041,-0.28893978157688704,-0.22213664788203255,0.0668031336948545
Canola,Washington,2015,4,max_3day_rain,18.96,19.950000000000003,0.10392556427725909,-0.22213664788203255,-0.21439309723927158,0.007743550642760971
Wheat,Nebraska,2015,1,rain_sum,420.85,423.49,0.023514446280235777,-0.3472273077801546,-0.34144717956777626,0.005780128212378333
Wheat,Nebraska,2015,2,dry_days_1mm,239.0,236.5,0.21553351389317005,-0.34144717956777626,-0.293772142911803,0.04767503665597328
Wheat,Nebraska,2015,3,wet_days_1mm,64.0,73.0,0.779341686208107,-0.293772142911803,-0.18124750092150213,0.11252464199030085
Wheat,Nebraska,2015,4,rain_mean,1.389,1.74025,0.9482975166916383,-0.18124750092150213,-0.0804489733441996,0.10079852757730252
Wheat,Oklahoma,2015,1,heatwave_events_3d_30,8.0,7.0,0.45643546458763845,-0.32814928557259937,-0.22554398373628134,0.10260530183631802
Wheat,Oklahoma,2015,2,max_dry_spell_1mm,17.0,18.0,0.11403347210752764,-0.22554398373628134,-0.2042717169693399,0.02127226676694144
Wheat,Oklahoma,2015,3,dry_spell_events_7d,12.0,16.0,2.117542388034902,-0.2042717169693399,0.02584352764255773,0.23011524461189764
Wheat,Washington,2015,1,dry_spell_events_14d,3.0,2.0,0.8830079106650346,-0.6875321527535923,-0.4006274280752609,0.28690472467833134
Wheat,Washington,2015,2,max_dry_spell_1mm,26.0,23.25,0.4206931501668709,-0.4006274280752609,-0.35673736297032416,0.04389006510493676
Wheat,Washington,2015,3,wet_days_1mm,115.0,147.0,1.6175414542621118,-0.35673736297032416,-0.21305326901361574,0.14368409395670842
Wheat,Washington,2015,4,max_7day_rain,77.92,70.705,0.2992182703491672,-0.21305326901361574,-0.18595625936906657,0.02709700964454917
Canola,Montana,2017,1,rain_sum,283.67,324.09,0.584237045541673,-0.3385684567889794,-0.27024638229163916,0.06832207449734023
Canola,Montana,2017,2,rain_mean,1.55,1.771,0.5844994793985686,-0.27024638229163916,-0.2269497043593368,0.04329667793230235
Canola,Montana,2017,3,heatwave_events_3d_30,5.0,3.0,1.1170888152253808,-0.2269497043593368,-0.16379161934289752,0.0631580850164393
Canola,Montana,2017,4,max_consecutive_heat_days_35,1.0,0.0,1.0326547606781455,-0.16379161934289752,-0.13255744813721018,0.031234171205687333
Oats,Nebraska,2017,1,heatwave_events_3d_30,5.0,3.0,0.8337875897493711,-0.33005971342274476,-0.2279144945407801,0.10214521888196465
Oats,Nebraska,2017,2,dry_spell_events_7d,2.0,1.0,0.4643168370055276,-0.2279144945407801,-0.1971145877293345,0.03079990681144562
Oats,Nebraska,2017,3,rain_mean,2.818,2.859,0.0715555911156571,-0.1971145877293345,-0.19264417038643228,0.004470417342902211
Oats,Nebraska,2017,4,max_7day_rain,136.53,57.415,2.8696467511415005,-0.19264417038643228,-0.0347303204015296,0.15791384998490268
Oats,North Dakota,2017,1,heatwave_events_3d_30,5.0,2.0,1.5634614638583493,-0.2770420556284563,-0.0975422737661762,0.1794997818622801
Oats,North Dakota,2017,2,rain_sum,284.33,315.025,0.36759809426993256,-0.0975422737661762,-0.06349308277475377,0.03404919099142244
Oats,North Dakota,2017,3,rain_mean,1.554,1.7215,0.36705807825500136,-0.06349308277475377,-0.03556252276743609,0.027930560007317674
Oats,North Dakota,2017,4,wet_days_1mm,49.0,56.0,0.788690673568814,-0.03556252276743609,0.002368974312071449,0.03793149707950754
Oats,Washington,2017,1,heat_degree_days_35,0.0,0.007000000000000598,0.005269534149907154,-0.5856103376637182,-0.5821442825058861,0.0034660551578320486
Oats,Washington,2017,2,rain_mean,1.026,1.114,0.2911119414214336,-0.5821442825058861,-0.500501348930846,0.08164293357504016
Oats,Washington,2017,3,max_1day_rain,12.92,11.35,0.3108799215088606,-0.500501348930846,-0.43280220689394616,0.0676991420368998
