crop,region,year,step,feature,from_value,to_value,standardized_delta,prediction_before_t_ha,prediction_after_t_ha,prediction_gain_t_ha
Wheat,Nebraska,2022,2,wet_days_1mm,42.0,59.5,1.515386612071319,-0.6312165527363622,-0.4467233524108414,0.18449320032552086
Wheat,Nebraska,2022,3,dry_days_1mm,261.0,236.5,2.1122284361530665,-0.4467233524108414,-0.2579529875685309,0.18877036484231047
Wheat,Nebraska,2022,4,rain_mean,1.003,1.9529999999999998,2.5647904366037184,-0.2579529875685309,-0.054087957876528585,0.20386502969200232
Barley,Kansas,2023,1,heatwave_events_3d_30,10.0,9.0,0.44722067183239506,-0.6930149750625758,-0.4464067040596381,0.2466082710029377
Barley,Kansas,2023,2,heatwave_events_3d_35,5.0,4.0,0.4809350186543473,-0.4464067040596381,-0.2531816786777107,0.19322502538192743
Barley,Kansas,2023,3,heavy_rain_days_20,3.0,4.0,0.3610619411757797,-0.2531816786777107,-0.16143435097377765,0.09174732770393304
Barley,Kansas,2023,4,heat_days_40,15.0,12.0,0.4356632368619328,-0.16143435097377765,-0.052165176692581375,0.10926917428119627
Barley,Washington,2023,1,heat_degree_days_35,0.07,0.0,0.052695341499067044,-0.5017335404210145,-0.47951119408840476,0.02222234633260972
Barley,Washington,2023,2,wet_days_1mm,46.0,45.75,0.021369322094081718,-0.47951119408840476,-0.4715144034860852,0.007996790602319559
Barley,Washington,2023,3,max_consecutive_heat_days_30,5.0,3.0,0.9657658411728938,-0.4715144034860852,-0.18925938597661301,0.2822550175094722
Barley,Washington,2023,4,rain_mean,1.01,1.114,0.3440413853162397,-0.18925938597661301,-0.12028745184512445,0.06897193413148857
Canola,Kansas,2023,1,heatwave_events_3d_30,10.0,9.0,0.44722067183239506,-0.5947494073799707,-0.40515602690492025,0.18959338047505048
Canola,Kansas,2023,2,heatwave_events_3d_35,5.0,4.0,0.4809350186543473,-0.40515602690492025,-0.2884445786793502,0.11671144822557006
Canola,Kansas,2023,3,heat_days_40,15.0,12.0,0.4356632368619328,-0.2884445786793502,-0.1981382567592187,0.0903063219201315
Canola,Kansas,2023,4,heavy_rain_days_20,3.0,4.0,0.3610619411757797,-0.1981382567592187,-0.13097694015793213,0.06716131660128657
Canola,Oklahoma,2023,1,heavy_rain_days_25,5.0,4.0,0.33446229746373557,-0.14841900588320595,-0.12523869049186503,0.02318031539134091
Canola,Oklahoma,2023,2,wet_days_1mm,66.0,63.0,0.26207896882766457,-0.12523869049186503,-0.11041122756151363,0.014827462930351407
Canola,Oklahoma,2023,3,heat_days_40,15.0,7.0,0.6836811330478976,-0.11041122756151363,-0.06973007205387403,0.040681155507639594
Canola,Oklahoma,2023,4,rain_mean,3.227,2.756,0.5984627579210741,-0.06973007205387403,-0.04387646536952385,0.025853606684350182
Oats,Montana,2023,1,heat_degree_days_35,0.18,0.0,0.06619743072121943,-0.15856949458910935,-0.15427030854977325,0.0042991860393361
Oats,Montana,2023,2,max_consecutive_heat_days_30,5.0,4.0,0.3217589040505001,-0.15427030854977325,-0.1350696304222409,0.019200678127532345
Oats,Montana,2023,3,heat_days_35,1.0,0.0,0.4539020381873192,-0.1350696304222409,-0.11260238354486221,0.022467246877378694
Oats,Montana,2023,4,heat_degree_days_30,25.56,17.09,0.29355935334389155,-0.11260238354486221,-0.09824250469616833,0.014359878848693886
Oats,South Dakota,2023,1,max_3day_rain,56.97,53.64,0.20987661555500148,-0.2379394434256891,-0.18693022198543657,0.05100922144025252
Oats,South Dakota,2023,2,max_7day_rain,68.87,64.325,0.19441121512774745,-0.18693022198543657,-0.14818643826020048,0.0387437837252361
Oats,South Dakota,2023,3,rain_sum,421.73,412.03,0.11875777856635657,-0.14818643826020048,-0.12983109894740544,0.018355339312795038
Oats,South Dakota,2023,4,rain_mean,2.305,2.252,0.11873210390823911,-0.12983109894740544,-0.11987508647087146,0.00995601247653398
Wheat,Kansas,2023,1,rain_mean,1.401,1.99425,1.4065373356038113,-0.5829047900558625,-0.32451383729456995,0.25839095276129254
Wheat,Kansas,2023,2,dry_spell_events_14d,5.0,4.0,0.8180128247238176,-0.32451383729456995,-0.20696710217850084,0.11754673511606911
Wheat,Kansas,2023,3,dry_days_1mm,241.0,233.0,0.6502537020591724,-0.20696710217850084,-0.12385005240118027,0.08311704977732057
Wheat,Kansas,2023,4,wet_days_1mm,62.0,70.5,0.6915312132374948,-0.12385005240118027,-0.036560595244011576,0.0872894571571687
Wheat,Washington,2023,1,dry_spell_events_14d,3.0,2.0,0.8830079106650346,-0.7027403234550388,-0.37447169701684213,0.32826862643819665
Wheat,Washington,2023,2,max_7day_rain,85.73,80.6,0.21274978889691337,-0.37447169701684213,-0.3504882238978398,0.02398347311900234
Wheat,Washington,2023,3,rain_mean,2.0,1.824,0.3956406949685393,-0.3504882238978398,-0.30839224482130134,0.04209597907653845
Wheat,Washington,2023,4,radiation_mean,11.731,11.739999999999998,0.02049787698719949,-0.30839224482130134,-0.3064026209933917,0.0019896238279096257
Oats,Montana,2024,1,heatwave_events_3d_30,4.0,3.0,0.5585444076126904,-0.2771104536124875,-0.2101750158569546,0.06693543775553287
Oats,Montana,2024,2,rain_sum,398.67,409.63,0.15841756603505022,-0.2101750158569546,-0.20075790664884552,0.009417109208109092
Oats,Montana,2024,3,wet_days_1mm,66.0,68.0,0.17023596363492063,-0.20075790664884552,-0.19236254925553345,0.00839535739331207
Oats,Montana,2024,4,heat_days_30,29.0,27.0,0.1942480556265589,-0.19236254925553345,-0.18334712132501274,0.009015427930520709
Barley,Colorado,2025,1,rain_mean,1.572,1.562,0.032163932866712604,-0.8459308307667995,-0.8234945932974519,0.022436237469347642
Barley,Colorado,2025,2,wet_days_1mm,67.0,64.0,0.23339264487685246,-0.8234945932974519,-0.7567044145296136,0.06679017876783833
Barley,Colorado,2025,3,max_1day_rain,19.57,19.63,0.009263496797139685,-0.7567044145296136,-0.7540864190034753,0.0026179955261382837
Barley,Colorado,2025,4,rain_sum,287.74,324.15,0.639903310153599,-0.7540864190034753,-0.5915283142436097,0.16255810475986554
Barley,Washington,2025,1,rain_mean,0.811,0.9285000000000001,0.38870060360248215,-0.7506403532447606,-0.581926956027804,0.16871339721695666
Barley,Washington,2025,2,rain_sum,148.34,169.885,0.38948383057958263,-0.581926956027804,-0.453060489883297,0.12886646614450697
Barley,Washington,2025,3,max_1day_rain,11.79,11.35,0.08712558309802451,-0.453060489883297,-0.42853689577208515,0.024523594111211855
Barley,Washington,2025,4,heavy_rain_days_10,1.0,2.0,0.6199473459488041,-0.42853689577208515,-0.32271678662250636,0.10582010914957879
Oats,Nebraska,2025,1,max_7day_rain,77.49,57.415,0.7281572208704493,-0.31871488257453984,-0.1897009742838279,0.12901390829071194
Oats,Nebraska,2025,2,radiation_mean,20.669,20.678,0.01176844042499002,-0.1897009742838279,-0.18870112731785066,0.0009998469659772413
Oats,Nebraska,2025,3,rain_mean,3.088,2.859,0.39966415525574417,-0.18870112731785066,-0.15547523963122753,0.03322588768662313
Oats,Nebraska,2025,4,dry_spell_events_7d,3.0,4.0,0.4643168370055276,-0.15547523963122753,-0.12123910223382203,0.0342361373974055
