crop,region,year,window,dominant_feature,driver_group,observed_yield_t_ha,trend_yield_t_ha,yield_gap_t_ha,base_predicted_residual_t_ha,counterfactual_predicted_residual_t_ha,recovered_gap_t_ha,recoverable_fraction,n_changed_features,changed_features_json
Oats,Nebraska,2017,spring,max_7day_rain,excess_rain,1.7575,2.2030227842127825,0.44552278421278246,-0.33005971342274476,-0.0347303204015296,0.29532939302121514,0.6628828052936689,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 3.0, ""standardized_delta"": 0.8338, ""prediction_gain_t_ha"": 0.1021}, {""feature"": ""dry_spell_events_7d"", ""from"": 2.0, ""to"": 1.0, ""standardized_delta"": 0.4643, ""prediction_gain_t_ha"": 0.0308}, {""feature"": ""rain_mean"", ""from"": 2.818, ""to"": 2.859, ""standardized_delta"": 0.0716, ""prediction_gain_t_ha"": 0.0045}, {""feature"": ""max_7day_rain"", ""from"": 136.53, ""to"": 57.415, ""standardized_delta"": 2.8696, ""prediction_gain_t_ha"": 0.1579}]"
Oats,North Dakota,2017,spring,heatwave_events_3d_30,heat,2.0803,2.483118138138124,0.4028181381381244,-0.2770420556284563,0.002368974312071449,0.2770420556284563,0.6877596349285044,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 2.0, ""standardized_delta"": 1.5635, ""prediction_gain_t_ha"": 0.1795}, {""feature"": ""rain_sum"", ""from"": 284.33, ""to"": 315.025, ""standardized_delta"": 0.3676, ""prediction_gain_t_ha"": 0.034}, {""feature"": ""rain_mean"", ""from"": 1.554, ""to"": 1.7215, ""standardized_delta"": 0.3671, ""prediction_gain_t_ha"": 0.0279}, {""feature"": ""wet_days_1mm"", ""from"": 49.0, ""to"": 56.0, ""standardized_delta"": 0.7887, ""prediction_gain_t_ha"": 0.0379}]"
Oats,Washington,2017,spring,wet_days_1mm,excess_rain,1.5064,2.279102906403942,0.7727029064039421,-0.5856103376637182,-0.35304497884079644,0.23256535882292173,0.3009764256035355,4,"[{""feature"": ""heat_degree_days_35"", ""from"": 0.0, ""to"": 0.007, ""standardized_delta"": 0.0053, ""prediction_gain_t_ha"": 0.0035}, {""feature"": ""rain_mean"", ""from"": 1.026, ""to"": 1.114, ""standardized_delta"": 0.2911, ""prediction_gain_t_ha"": 0.0816}, {""feature"": ""max_1day_rain"", ""from"": 12.92, ""to"": 11.35, ""standardized_delta"": 0.3109, ""prediction_gain_t_ha"": 0.0677}, {""feature"": ""wet_days_1mm"", ""from"": 47.0, ""to"": 52.0, ""standardized_delta"": 0.4274, ""prediction_gain_t_ha"": 0.0798}]"
Wheat,Montana,2017,spring,heatwave_events_3d_30,heat,1.836,2.3234620806520816,0.4874620806520815,-0.37606471257103036,-0.16574950300464622,0.21031520956638414,0.4314493740416567,4,"[{""feature"": ""rain_sum"", ""from"": 283.67, ""to"": 324.09, ""standardized_delta"": 0.5842, ""prediction_gain_t_ha"": 0.0731}, {""feature"": ""rain_mean"", ""from"": 1.55, ""to"": 1.5118, ""standardized_delta"": 0.101, ""prediction_gain_t_ha"": 0.0081}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 3.0, ""standardized_delta"": 1.1171, ""prediction_gain_t_ha"": 0.0877}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.0327, ""prediction_gain_t_ha"": 0.0414}]"
Wheat,North Dakota,2017,spring,heatwave_events_3d_30,heat,2.5488,2.9659495452595337,0.41714954525953374,-0.3249630440072471,0.005443092150254413,0.3249630440072471,0.7790085059425587,4,"[{""feature"": ""rain_mean"", ""from"": 1.554, ""to"": 1.7215, ""standardized_delta"": 0.3671, ""prediction_gain_t_ha"": 0.062}, {""feature"": ""rain_sum"", ""from"": 284.33, ""to"": 315.025, ""standardized_delta"": 0.3676, ""prediction_gain_t_ha"": 0.0621}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 2.0, ""standardized_delta"": 1.5635, ""prediction_gain_t_ha"": 0.1637}, {""feature"": ""wet_days_1mm"", ""from"": 49.0, ""to"": 56.0, ""standardized_delta"": 0.7887, ""prediction_gain_t_ha"": 0.0426}]"
Wheat,South Dakota,2017,spring,heatwave_events_3d_30,heat,2.3403,3.103556598026586,0.7632565980265857,-0.5720292548327941,-0.19052202033030832,0.3815072345024858,0.4998413842590813,4,"[{""feature"": ""rain_mean"", ""from"": 1.781, ""to"": 1.92, ""standardized_delta"": 0.3114, ""prediction_gain_t_ha"": 0.1132}, {""feature"": ""rain_sum"", ""from"": 325.89, ""to"": 351.36, ""standardized_delta"": 0.3118, ""prediction_gain_t_ha"": 0.1065}, {""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.4245, ""prediction_gain_t_ha"": 0.1369}, {""feature"": ""max_7day_rain"", ""from"": 47.09, ""to"": 50.6, ""standardized_delta"": 0.1501, ""prediction_gain_t_ha"": 0.0249}]"
Barley,Kansas,2018,spring,heatwave_events_3d_30,heat,1.6678,2.4195882946111062,0.7517882946111063,-0.610307419619545,-0.16613903663539348,0.44416838298415157,0.5908157737597073,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 12.0, ""to"": 10.0, ""standardized_delta"": 0.8944, ""prediction_gain_t_ha"": 0.3149}, {""feature"": ""heatwave_events_3d_35"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.4809, ""prediction_gain_t_ha"": 0.0767}, {""feature"": ""heat_degree_days_35"", ""from"": 51.41, ""to"": 31.35, ""standardized_delta"": 0.3003, ""prediction_gain_t_ha"": 0.0431}, {""feature"": ""wet_days_1mm"", ""from"": 66.0, ""to"": 67.0, ""standardized_delta"": 0.1016, ""prediction_gain_t_ha"": 0.0094}]"
Oats,Colorado,2018,spring,dry_days_2mm,drought,1.7934,2.4565489655172534,0.6631489655172533,-0.4004940128682948,-0.12478350328835701,0.27571050957993776,0.4157595410932817,4,"[{""feature"": ""wet_days_1mm"", ""from"": 46.0, ""to"": 51.4, ""standardized_delta"": 0.4201, ""prediction_gain_t_ha"": 0.0732}, {""feature"": ""rain_mean"", ""from"": 1.04, ""to"": 1.2246, ""standardized_delta"": 0.5937, ""prediction_gain_t_ha"": 0.0825}, {""feature"": ""dry_days_1mm"", ""from"": 137.0, ""to"": 131.6, ""standardized_delta"": 0.4201, ""prediction_gain_t_ha"": 0.0351}, {""feature"": ""dry_days_2mm"", ""from"": 161.0, ""to"": 149.2, ""standardized_delta"": 1.1666, ""prediction_gain_t_ha"": 0.0849}]"
Oats,Iowa,2018,spring,wet_days_1mm,excess_rain,2.2596,2.6796143543543423,0.4200143543543424,-0.3384503101995724,-0.25711635506010916,0.08133395513946323,0.19364565590738445,4,"[{""feature"": ""heat_degree_days_35"", ""from"": 1.06, ""to"": 0.0, ""standardized_delta"": 0.0641, ""prediction_gain_t_ha"": 0.0108}, {""feature"": ""wet_days_1mm"", ""from"": 76.0, ""to"": 72.0, ""standardized_delta"": 0.2686, ""prediction_gain_t_ha"": 0.0392}, {""feature"": ""dry_days_1mm"", ""from"": 107.0, ""to"": 111.0, ""standardized_delta"": 0.2686, ""prediction_gain_t_ha"": 0.0301}, {""feature"": ""max_1day_rain"", ""from"": 45.67, ""to"": 45.8175, ""standardized_delta"": 0.0135, ""prediction_gain_t_ha"": 0.0012}]"
Oats,Minnesota,2018,spring,max_consecutive_heat_days_30,heat,2.1162,2.476209219219214,0.36000921921921414,-0.17649372361169247,-0.09482356225697182,0.08167016135472065,0.2268557497828706,4,"[{""feature"": ""max_3day_rain"", ""from"": 46.45, ""to"": 44.41, ""standardized_delta"": 0.1233, ""prediction_gain_t_ha"": 0.0171}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 2.0, ""to"": 1.0, ""standardized_delta"": 0.3005, ""prediction_gain_t_ha"": 0.0347}, {""feature"": ""heat_days_30"", ""from"": 7.0, ""to"": 4.0, ""standardized_delta"": 0.2836, ""prediction_gain_t_ha"": 0.0281}, {""feature"": ""heat_degree_days_30"", ""from"": 5.33, ""to"": 4.75, ""standardized_delta"": 0.0199, ""prediction_gain_t_ha"": 0.0017}]"
Oats,Washington,2018,spring,dry_days_2mm,drought,1.6499,2.26680551724138,0.6169055172413802,-0.33591119147900944,-0.1018158720210258,0.23409531945798365,0.37946705437939504,4,"[{""feature"": ""rain_mean"", ""from"": 0.945, ""to"": 1.114, ""standardized_delta"": 0.5591, ""prediction_gain_t_ha"": 0.083}, {""feature"": ""radiation_sum"", ""from"": 3747.4, ""to"": 3723.36, ""standardized_delta"": 0.1677, ""prediction_gain_t_ha"": 0.0248}, {""feature"": ""dry_days_2mm"", ""from"": 158.0, ""to"": 152.0, ""standardized_delta"": 0.6738, ""prediction_gain_t_ha"": 0.0798}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.4829, ""prediction_gain_t_ha"": 0.0464}]"
Wheat,Illinois,2018,winter,rain_sum,drought,4.4386,4.921745105105089,0.48314510510508857,-0.3736537319037547,-0.25060000058303306,0.12305373132072167,0.254693113974437,4,"[{""feature"": ""heavy_rain_days_20"", ""from"": 12.0, ""to"": 11.0, ""standardized_delta"": 0.2851, ""prediction_gain_t_ha"": 0.0467}, {""feature"": ""max_dry_spell_1mm"", ""from"": 18.0, ""to"": 19.0, ""standardized_delta"": 0.203, ""prediction_gain_t_ha"": 0.0288}, {""feature"": ""rain_sum"", ""from"": 860.76, ""to"": 804.935, ""standardized_delta"": 0.3914, ""prediction_gain_t_ha"": 0.0362}, {""feature"": ""heat_days_30"", ""from"": 23.0, ""to"": 22.0, ""standardized_delta"": 0.1413, ""prediction_gain_t_ha"": 0.0113}]"
Barley,Kansas,2019,spring,rain_mean,drought,1.7754,2.434093366655844,0.6586933666558441,-0.4325037796769142,-0.25516387726830136,0.17733990240861286,0.26922982890955677,4,"[{""feature"": ""heat_degree_days_35"", ""from"": 0.09, ""to"": 14.19, ""standardized_delta"": 0.2111, ""prediction_gain_t_ha"": 0.0326}, {""feature"": ""heatwave_events_3d_35"", ""from"": 0.0, ""to"": 1.0, ""standardized_delta"": 0.4809, ""prediction_gain_t_ha"": 0.067}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 10.0, ""to"": 11.0, ""standardized_delta"": 0.0872, ""prediction_gain_t_ha"": 0.0095}, {""feature"": ""rain_mean"", ""from"": 4.265, ""to"": 3.851, ""standardized_delta"": 0.6391, ""prediction_gain_t_ha"": 0.0682}]"
Oats,Illinois,2019,spring,rain_mean,drought,2.3314,2.8778210853710675,0.5464210853710676,-0.45462530044369903,-0.310254657694453,0.14437064274924605,0.26421133190935664,4,"[{""feature"": ""max_consecutive_heat_days_30"", ""from"": 5.0, ""to"": 3.5, ""standardized_delta"": 0.164, ""prediction_gain_t_ha"": 0.0311}, {""feature"": ""min_tmin"", ""from"": -3.55, ""to"": -3.565, ""standardized_delta"": 0.0076, ""prediction_gain_t_ha"": 0.0014}, {""feature"": ""rain_mean"", ""from"": 3.298, ""to"": 2.8643, ""standardized_delta"": 0.6567, ""prediction_gain_t_ha"": 0.1085}, {""feature"": ""max_7day_rain"", ""from"": 77.05, ""to"": 76.765, ""standardized_delta"": 0.0115, ""prediction_gain_t_ha"": 0.0034}]"
Oats,Iowa,2019,spring,rain_mean,drought,2.0803,2.6975979965679855,0.6172979965679857,-0.49016416339631924,-0.2485332942246601,0.24163086917165913,0.3914331012170186,4,"[{""feature"": ""dry_spell_events_7d"", ""from"": 2.0, ""to"": 2.75, ""standardized_delta"": 0.3519, ""prediction_gain_t_ha"": 0.0943}, {""feature"": ""heat_degree_days_30"", ""from"": 8.45, ""to"": 18.005, ""standardized_delta"": 0.1151, ""prediction_gain_t_ha"": 0.0232}, {""feature"": ""rain_mean"", ""from"": 3.426, ""to"": 2.9075, ""standardized_delta"": 0.5838, ""prediction_gain_t_ha"": 0.1074}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 3.0, ""to"": 4.0, ""standardized_delta"": 0.132, ""prediction_gain_t_ha"": 0.0167}]"
Wheat,Illinois,2019,winter,heatwave_events_3d_30,heat,4.5058,4.992848078078055,0.48704807807805484,-0.4574743702069882,-0.28907116664438376,0.16840320356260446,0.34576299782793923,4,"[{""feature"": ""max_7day_rain"", ""from"": 77.05, ""to"": 65.86, ""standardized_delta"": 0.3872, ""prediction_gain_t_ha"": 0.0438}, {""feature"": ""heatwave_events_3d_30"", ""from"": 2.0, ""to"": 3.0, ""standardized_delta"": 0.8128, ""prediction_gain_t_ha"": 0.066}, {""feature"": ""heat_degree_days_30"", ""from"": 21.32, ""to"": 28.6175, ""standardized_delta"": 0.3586, ""prediction_gain_t_ha"": 0.0264}, {""feature"": ""rain_mean"", ""from"": 3.189, ""to"": 2.9638, ""standardized_delta"": 0.4779, ""prediction_gain_t_ha"": 0.0322}]"
Barley,Minnesota,2020,spring,heatwave_events_3d_30,heat,2.5286,3.5506695409695297,1.0220695409695297,-0.6577653977867359,-0.39219910030260213,0.2655662974841338,0.25983192614488737,4,"[{""feature"": ""max_3day_rain"", ""from"": 56.16, ""to"": 52.78, ""standardized_delta"": 0.2044, ""prediction_gain_t_ha"": 0.1187}, {""feature"": ""rain_mean"", ""from"": 2.497, ""to"": 2.47, ""standardized_delta"": 0.0448, ""prediction_gain_t_ha"": 0.0117}, {""feature"": ""heatwave_events_3d_30"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 0.6211, ""prediction_gain_t_ha"": 0.1262}, {""feature"": ""heat_degree_days_30"", ""from"": 6.29, ""to"": 4.75, ""standardized_delta"": 0.0529, ""prediction_gain_t_ha"": 0.009}]"
Canola,Minnesota,2020,spring,heatwave_events_3d_30,heat,1.7597,2.242766403940877,0.48306640394087674,-0.49340089526292136,-0.2497714396673838,0.24362945559553756,0.5043394730165416,4,"[{""feature"": ""max_3day_rain"", ""from"": 56.16, ""to"": 52.78, ""standardized_delta"": 0.2044, ""prediction_gain_t_ha"": 0.0862}, {""feature"": ""rain_mean"", ""from"": 2.497, ""to"": 2.47, ""standardized_delta"": 0.0448, ""prediction_gain_t_ha"": 0.008}, {""feature"": ""heatwave_events_3d_30"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 0.6211, ""prediction_gain_t_ha"": 0.0902}, {""feature"": ""heat_days_30"", ""from"": 7.0, ""to"": 2.0, ""standardized_delta"": 0.4727, ""prediction_gain_t_ha"": 0.0592}]"
Oats,Illinois,2020,spring,heatwave_events_3d_30,heat,2.0803,2.901340068640053,0.8210400686400532,-0.5659388085920525,-0.30702910790412624,0.25890970068792624,0.315343563094036,4,"[{""feature"": ""heat_degree_days_35"", ""from"": 0.0, ""to"": 0.3, ""standardized_delta"": 0.0177, ""prediction_gain_t_ha"": 0.0063}, {""feature"": ""heatwave_events_3d_30"", ""from"": 2.0, ""to"": 4.0, ""standardized_delta"": 0.757, ""prediction_gain_t_ha"": 0.1576}, {""feature"": ""max_3day_rain"", ""from"": 54.27, ""to"": 54.9675, ""standardized_delta"": 0.0333, ""prediction_gain_t_ha"": 0.0072}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 8.0, ""to"": 3.5, ""standardized_delta"": 0.492, ""prediction_gain_t_ha"": 0.0878}]"
Wheat,Colorado,2020,winter,dry_days_1mm,drought,1.8158,2.4518798369798365,0.6360798369798364,-0.5490371677487824,-0.20602236004899985,0.34301480769978254,0.539263764951971,4,"[{""feature"": ""rain_mean"", ""from"": 0.927, ""to"": 0.992, ""standardized_delta"": 0.3309, ""prediction_gain_t_ha"": 0.0795}, {""feature"": ""max_7day_rain"", ""from"": 22.79, ""to"": 30.3275, ""standardized_delta"": 0.5348, ""prediction_gain_t_ha"": 0.1137}, {""feature"": ""dry_days_2mm"", ""from"": 259.0, ""to"": 258.5, ""standardized_delta"": 0.05, ""prediction_gain_t_ha"": 0.0106}, {""feature"": ""dry_days_1mm"", ""from"": 233.0, ""to"": 223.0, ""standardized_delta"": 0.7385, ""prediction_gain_t_ha"": 0.1392}]"
Wheat,Illinois,2020,winter,rain_mean,drought,4.5731,5.063951051051021,0.49085105105102045,-0.4823970476953308,-0.15195875436762069,0.33043829332771013,0.6731946333213891,4,"[{""feature"": ""max_3day_rain"", ""from"": 83.5, ""to"": 85.025, ""standardized_delta"": 0.06, ""prediction_gain_t_ha"": 0.015}, {""feature"": ""heatwave_events_3d_30"", ""from"": 2.0, ""to"": 3.0, ""standardized_delta"": 0.8128, ""prediction_gain_t_ha"": 0.082}, {""feature"": ""rain_mean"", ""from"": 2.944, ""to"": 1.815, ""standardized_delta"": 2.3951, ""prediction_gain_t_ha"": 0.1861}, {""feature"": ""heavy_rain_days_10"", ""from"": 33.0, ""to"": 29.5, ""standardized_delta"": 0.5334, ""prediction_gain_t_ha"": 0.0474}]"
Wheat,Minnesota,2020,spring,max_7day_rain,excess_rain,3.5643,4.0596839768339805,0.4953839768339807,-0.5490492023442822,-0.39270012476934846,0.15634907757493377,0.31561189882274177,4,"[{""feature"": ""max_3day_rain"", ""from"": 56.16, ""to"": 52.78, ""standardized_delta"": 0.2044, ""prediction_gain_t_ha"": 0.0895}, {""feature"": ""rain_mean"", ""from"": 2.497, ""to"": 2.47, ""standardized_delta"": 0.0448, ""prediction_gain_t_ha"": 0.0091}, {""feature"": ""season_tmax_mean"", ""from"": 20.74, ""to"": 20.904, ""standardized_delta"": 0.1474, ""prediction_gain_t_ha"": 0.0223}, {""feature"": ""max_7day_rain"", ""from"": 68.68, ""to"": 63.85, ""standardized_delta"": 0.2542, ""prediction_gain_t_ha"": 0.0354}]"
Barley,Colorado,2021,spring,wet_days_1mm,excess_rain,5.9719,7.313027138567122,1.3411271385671224,-0.9990194988514169,-0.5003270204859309,0.498692478365486,0.3718457885344827,4,"[{""feature"": ""rain_mean"", ""from"": 1.58, ""to"": 1.562, ""standardized_delta"": 0.0579, ""prediction_gain_t_ha"": 0.0328}, {""feature"": ""rain_sum"", ""from"": 289.21, ""to"": 285.92, ""standardized_delta"": 0.0578, ""prediction_gain_t_ha"": 0.0276}, {""feature"": ""wet_days_1mm"", ""from"": 68.0, ""to"": 51.4, ""standardized_delta"": 1.2914, ""prediction_gain_t_ha"": 0.3807}, {""feature"": ""dry_days_2mm"", ""from"": 139.0, ""to"": 142.0, ""standardized_delta"": 0.2966, ""prediction_gain_t_ha"": 0.0577}]"
Barley,Minnesota,2021,spring,heatwave_events_3d_30,heat,2.959,3.5722948820248774,0.6132948820248774,-0.6781364734795452,-0.20581354843491612,0.4723229250446291,0.770140007503715,4,"[{""feature"": ""max_3day_rain"", ""from"": 52.56, ""to"": 52.78, ""standardized_delta"": 0.0133, ""prediction_gain_t_ha"": 0.0062}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 2.0, ""standardized_delta"": 1.8633, ""prediction_gain_t_ha"": 0.2549}, {""feature"": ""wet_days_1mm"", ""from"": 53.0, ""to"": 63.0, ""standardized_delta"": 1.1573, ""prediction_gain_t_ha"": 0.1299}, {""feature"": ""frost_events_2d"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.9722, ""prediction_gain_t_ha"": 0.0813}]"
Barley,Montana,2021,spring,rain_sum,drought,2.0444,2.8367534877734855,0.7923534877734855,-0.7049271829351301,-0.48969445932040184,0.21523272361472828,0.2716372514741275,4,"[{""feature"": ""wet_days_1mm"", ""from"": 56.0, ""to"": 55.0, ""standardized_delta"": 0.0851, ""prediction_gain_t_ha"": 0.0229}, {""feature"": ""rain_mean"", ""from"": 1.509, ""to"": 1.5118, ""standardized_delta"": 0.0074, ""prediction_gain_t_ha"": 0.0018}, {""feature"": ""rain_sum"", ""from"": 276.21, ""to"": 324.09, ""standardized_delta"": 0.6921, ""prediction_gain_t_ha"": 0.1263}, {""feature"": ""heatwave_events_3d_30"", ""from"": 6.0, ""to"": 5.0, ""standardized_delta"": 0.5585, ""prediction_gain_t_ha"": 0.0642}]"
Barley,North Dakota,2021,spring,wet_days_1mm,excess_rain,2.7438,3.654919034749028,0.9111190347490283,-0.8737770073861026,-0.2772953174840674,0.5964816899020353,0.6546693320553212,4,"[{""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.491, ""prediction_gain_t_ha"": 0.1316}, {""feature"": ""rain_mean"", ""from"": 1.469, ""to"": 1.7215, ""standardized_delta"": 0.5533, ""prediction_gain_t_ha"": 0.1264}, {""feature"": ""rain_sum"", ""from"": 268.88, ""to"": 315.025, ""standardized_delta"": 0.5526, ""prediction_gain_t_ha"": 0.1286}, {""feature"": ""wet_days_1mm"", ""from"": 42.0, ""to"": 56.0, ""standardized_delta"": 1.5774, ""prediction_gain_t_ha"": 0.2099}]"
Barley,South Dakota,2021,spring,wet_days_1mm,excess_rain,1.076,2.481431303617681,1.4054313036176809,-1.0711448901428884,-0.5989018479574091,0.4722430421854793,0.3360128958063563,4,"[{""feature"": ""rain_sum"", ""from"": 338.11, ""to"": 351.36, ""standardized_delta"": 0.1622, ""prediction_gain_t_ha"": 0.0822}, {""feature"": ""rain_mean"", ""from"": 1.848, ""to"": 1.92, ""standardized_delta"": 0.1613, ""prediction_gain_t_ha"": 0.0712}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.5349, ""prediction_gain_t_ha"": 0.1604}, {""feature"": ""wet_days_1mm"", ""from"": 49.0, ""to"": 54.0, ""standardized_delta"": 0.6444, ""prediction_gain_t_ha"": 0.1585}]"
Barley,Washington,2021,spring,wet_days_1mm,excess_rain,2.0444,3.4937807722007665,1.4493807722007666,-1.0965973058256693,-0.5481946289198228,0.5484026769058464,0.37837032712469454,4,"[{""feature"": ""rain_mean"", ""from"": 0.725, ""to"": 0.811, ""standardized_delta"": 0.2845, ""prediction_gain_t_ha"": 0.1295}, {""feature"": ""rain_sum"", ""from"": 132.69, ""to"": 148.34, ""standardized_delta"": 0.2829, ""prediction_gain_t_ha"": 0.0976}, {""feature"": ""wet_days_1mm"", ""from"": 35.0, ""to"": 52.0, ""standardized_delta"": 1.4531, ""prediction_gain_t_ha"": 0.2465}, {""feature"": ""heavy_rain_days_10"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.6199, ""prediction_gain_t_ha"": 0.0747}]"
Canola,Minnesota,2021,spring,heatwave_events_3d_30,heat,1.9054,2.2847561576354565,0.3793561576354565,-0.5394416383610715,-0.14973962399082277,0.3793561576354565,1.0,4,"[{""feature"": ""max_3day_rain"", ""from"": 52.56, ""to"": 52.78, ""standardized_delta"": 0.0133, ""prediction_gain_t_ha"": 0.0036}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 2.0, ""standardized_delta"": 1.8633, ""prediction_gain_t_ha"": 0.2095}, {""feature"": ""wet_days_1mm"", ""from"": 53.0, ""to"": 63.0, ""standardized_delta"": 1.1573, ""prediction_gain_t_ha"": 0.1152}, {""feature"": ""frost_events_2d"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.9722, ""prediction_gain_t_ha"": 0.0613}]"
Canola,Montana,2021,spring,max_7day_rain,excess_rain,1.0088,1.4582215506715492,0.4494215506715493,-0.5061596893553756,-0.4812053383183259,0.024954351037049682,0.05552548826321652,4,"[{""feature"": ""rain_mean"", ""from"": 1.509, ""to"": 1.5118, ""standardized_delta"": 0.0074, ""prediction_gain_t_ha"": 0.0017}, {""feature"": ""wet_days_1mm"", ""from"": 56.0, ""to"": 55.0, ""standardized_delta"": 0.0851, ""prediction_gain_t_ha"": 0.013}, {""feature"": ""rain_sum"", ""from"": 276.21, ""to"": 276.67, ""standardized_delta"": 0.0066, ""prediction_gain_t_ha"": 0.0009}, {""feature"": ""max_7day_rain"", ""from"": 40.92, ""to"": 38.5, ""standardized_delta"": 0.1058, ""prediction_gain_t_ha"": 0.0094}]"
Canola,North Dakota,2021,spring,wet_days_1mm,excess_rain,1.5019,2.024302436974793,0.5224024369747928,-0.7367954358484233,-0.2804638941338897,0.4563315417145336,0.8735249099470658,4,"[{""feature"": ""rain_mean"", ""from"": 1.469, ""to"": 1.7215, ""standardized_delta"": 0.5533, ""prediction_gain_t_ha"": 0.1039}, {""feature"": ""rain_sum"", ""from"": 268.88, ""to"": 315.025, ""standardized_delta"": 0.5526, ""prediction_gain_t_ha"": 0.1013}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.491, ""prediction_gain_t_ha"": 0.0765}, {""feature"": ""wet_days_1mm"", ""from"": 42.0, ""to"": 56.0, ""standardized_delta"": 1.5774, ""prediction_gain_t_ha"": 0.1746}]"
Canola,Washington,2021,spring,wet_days_1mm,excess_rain,1.2329,1.8780488095238044,0.6451488095238043,-0.7379273674397505,-0.41836156854535134,0.3195657988943992,0.49533657069022,4,"[{""feature"": ""rain_mean"", ""from"": 0.725, ""to"": 0.811, ""standardized_delta"": 0.2845, ""prediction_gain_t_ha"": 0.0931}, {""feature"": ""rain_sum"", ""from"": 132.69, ""to"": 148.34, ""standardized_delta"": 0.2829, ""prediction_gain_t_ha"": 0.0667}, {""feature"": ""max_7day_rain"", ""from"": 18.37, ""to"": 21.43, ""standardized_delta"": 0.2872, ""prediction_gain_t_ha"": 0.0288}, {""feature"": ""wet_days_1mm"", ""from"": 35.0, ""to"": 52.0, ""standardized_delta"": 1.4531, ""prediction_gain_t_ha"": 0.131}]"
Oats,Minnesota,2021,spring,heatwave_events_3d_30,heat,2.0444,2.530687250107249,0.48628725010724905,-0.429698357689633,-0.09288354799392648,0.33681480969570654,0.6926252119943986,4,"[{""feature"": ""max_3day_rain"", ""from"": 52.56, ""to"": 52.78, ""standardized_delta"": 0.0133, ""prediction_gain_t_ha"": 0.0031}, {""feature"": ""wet_days_1mm"", ""from"": 53.0, ""to"": 63.0, ""standardized_delta"": 1.1573, ""prediction_gain_t_ha"": 0.1408}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 2.0, ""standardized_delta"": 1.8633, ""prediction_gain_t_ha"": 0.1441}, {""feature"": ""frost_events_2d"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.9722, ""prediction_gain_t_ha"": 0.0488}]"
Oats,Montana,2021,spring,heatwave_events_3d_30,heat,1.2554,1.6294996181896195,0.37409961818961945,-0.5053914381494922,-0.4191407417769177,0.08625069637257449,0.23055542475549037,4,"[{""feature"": ""rain_sum"", ""from"": 276.21, ""to"": 276.67, ""standardized_delta"": 0.0066, ""prediction_gain_t_ha"": 0.0017}, {""feature"": ""rain_mean"", ""from"": 1.509, ""to"": 1.5118, ""standardized_delta"": 0.0074, ""prediction_gain_t_ha"": 0.0017}, {""feature"": ""wet_days_1mm"", ""from"": 56.0, ""to"": 55.0, ""standardized_delta"": 0.0851, ""prediction_gain_t_ha"": 0.0164}, {""feature"": ""heatwave_events_3d_30"", ""from"": 6.0, ""to"": 5.0, ""standardized_delta"": 0.5585, ""prediction_gain_t_ha"": 0.0664}]"
