crop,region,year,window,dominant_feature,driver_group,observed_yield_t_ha,trend_yield_t_ha,yield_gap_t_ha,base_predicted_residual_t_ha,counterfactual_predicted_residual_t_ha,recovered_gap_t_ha,recoverable_fraction,n_changed_features,changed_features_json
Barley,Minnesota,1999,spring,rain_mean,drought,2.5286,3.096537378807369,0.5679373788073692,-0.31345193846471475,-0.10463497595198817,0.20881696251272658,0.367676033141591,4,"[{""feature"": ""heavy_rain_days_10"", ""from"": 20.0, ""to"": 18.0, ""standardized_delta"": 0.3932, ""prediction_gain_t_ha"": 0.0404}, {""feature"": ""rain_mean"", ""from"": 3.595, ""to"": 2.99, ""standardized_delta"": 1.0036, ""prediction_gain_t_ha"": 0.0827}, {""feature"": ""rain_sum"", ""from"": 657.89, ""to"": 547.17, ""standardized_delta"": 1.0036, ""prediction_gain_t_ha"": 0.0679}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.3005, ""prediction_gain_t_ha"": 0.0178}]"
Barley,Texas,1999,spring,heavy_rain_days_20,excess_rain,1.883,2.1989527272727294,0.3159527272727294,-0.16342191979194914,-0.01623524261734583,0.14718667717460332,0.46585031389063547,4,"[{""feature"": ""rain_sum"", ""from"": 299.66, ""to"": 311.58, ""standardized_delta"": 0.1054, ""prediction_gain_t_ha"": 0.0186}, {""feature"": ""wet_days_1mm"", ""from"": 51.0, ""to"": 45.0, ""standardized_delta"": 0.4494, ""prediction_gain_t_ha"": 0.0431}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 3.0, ""standardized_delta"": 0.8643, ""prediction_gain_t_ha"": 0.0737}, {""feature"": ""rain_mean"", ""from"": 1.637, ""to"": 1.7025, ""standardized_delta"": 0.106, ""prediction_gain_t_ha"": 0.0117}]"
Barley,Montana,2000,spring,rain_mean,drought,2.152,2.627072136422136,0.47507213642213575,-0.3977040122613673,-0.16824001364857644,0.22946399861279088,0.4830087496625894,4,"[{""feature"": ""max_7day_rain"", ""from"": 38.48, ""to"": 38.5, ""standardized_delta"": 0.0009, ""prediction_gain_t_ha"": 0.0007}, {""feature"": ""rain_sum"", ""from"": 281.42, ""to"": 324.09, ""standardized_delta"": 0.6168, ""prediction_gain_t_ha"": 0.1118}, {""feature"": ""rain_mean"", ""from"": 1.538, ""to"": 1.916, ""standardized_delta"": 0.9997, ""prediction_gain_t_ha"": 0.1033}, {""feature"": ""max_3day_rain"", ""from"": 29.44, ""to"": 33.62, ""standardized_delta"": 0.2328, ""prediction_gain_t_ha"": 0.0137}]"
Barley,Nebraska,2000,spring,rain_sum,drought,1.4526,2.389104285714275,0.9365042857142751,-0.8858898787248436,-0.3469262897468516,0.538963588977992,0.5755057368124297,4,"[{""feature"": ""rain_mean"", ""from"": 1.798, ""to"": 2.1335, ""standardized_delta"": 0.5855, ""prediction_gain_t_ha"": 0.2001}, {""feature"": ""rain_sum"", ""from"": 329.01, ""to"": 390.46, ""standardized_delta"": 0.5861, ""prediction_gain_t_ha"": 0.1772}, {""feature"": ""heatwave_events_3d_30"", ""from"": 10.0, ""to"": 9.0, ""standardized_delta"": 0.4169, ""prediction_gain_t_ha"": 0.0927}, {""feature"": ""max_3day_rain"", ""from"": 28.04, ""to"": 33.7, ""standardized_delta"": 0.2834, ""prediction_gain_t_ha"": 0.0689}]"
Oats,Nebraska,2000,spring,heatwave_events_3d_35,heat,1.5064,2.106429965679963,0.600029965679963,-0.6024495699822233,-0.2025386205002086,0.3999109494820147,0.6664849630115216,4,"[{""feature"": ""rain_mean"", ""from"": 1.798, ""to"": 2.1335, ""standardized_delta"": 0.5855, ""prediction_gain_t_ha"": 0.1346}, {""feature"": ""rain_sum"", ""from"": 329.01, ""to"": 390.46, ""standardized_delta"": 0.5861, ""prediction_gain_t_ha"": 0.1237}, {""feature"": ""wet_days_1mm"", ""from"": 59.0, ""to"": 61.5, ""standardized_delta"": 0.225, ""prediction_gain_t_ha"": 0.0288}, {""feature"": ""heatwave_events_3d_35"", ""from"": 4.0, ""to"": 2.0, ""standardized_delta"": 1.1434, ""prediction_gain_t_ha"": 0.1129}]"
Barley,Montana,2001,spring,rain_sum,drought,2.2058,2.6370569626769615,0.43125696267696156,-0.46584017153498564,-0.2665195366942977,0.19932063484068796,0.46218531430411147,4,"[{""feature"": ""rain_mean"", ""from"": 1.519, ""to"": 1.5118, ""standardized_delta"": 0.019, ""prediction_gain_t_ha"": 0.0048}, {""feature"": ""rain_sum"", ""from"": 278.03, ""to"": 324.09, ""standardized_delta"": 0.6658, ""prediction_gain_t_ha"": 0.0816}, {""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.5585, ""prediction_gain_t_ha"": 0.0721}, {""feature"": ""wet_days_1mm"", ""from"": 61.0, ""to"": 55.0, ""standardized_delta"": 0.5107, ""prediction_gain_t_ha"": 0.0408}]"
Barley,Washington,2001,spring,max_1day_rain,excess_rain,2.69,3.330364813384813,0.6403648133848132,-0.6303688271310012,-0.4806488145358739,0.1497200125951273,0.23380424636972727,4,"[{""feature"": ""heat_degree_days_35"", ""from"": 0.0, ""to"": 0.007, ""standardized_delta"": 0.0053, ""prediction_gain_t_ha"": 0.0035}, {""feature"": ""wet_days_1mm"", ""from"": 45.0, ""to"": 45.75, ""standardized_delta"": 0.0641, ""prediction_gain_t_ha"": 0.019}, {""feature"": ""max_1day_rain"", ""from"": 12.95, ""to"": 11.35, ""standardized_delta"": 0.3168, ""prediction_gain_t_ha"": 0.086}, {""feature"": ""max_7day_rain"", ""from"": 26.73, ""to"": 28.425, ""standardized_delta"": 0.1591, ""prediction_gain_t_ha"": 0.0412}]"
Canola,Montana,2001,spring,rain_sum,drought,1.02,1.3948650183150235,0.3748650183150235,-0.382414776348728,-0.25627509035633955,0.12613968599238845,0.3364936172475423,4,"[{""feature"": ""rain_mean"", ""from"": 1.519, ""to"": 1.5118, ""standardized_delta"": 0.019, ""prediction_gain_t_ha"": 0.0023}, {""feature"": ""heat_degree_days_30"", ""from"": 60.23, ""to"": 58.34, ""standardized_delta"": 0.0655, ""prediction_gain_t_ha"": 0.007}, {""feature"": ""rain_sum"", ""from"": 278.03, ""to"": 324.09, ""standardized_delta"": 0.6658, ""prediction_gain_t_ha"": 0.0642}, {""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.5585, ""prediction_gain_t_ha"": 0.0526}]"
Oats,Washington,2001,spring,max_1day_rain,excess_rain,1.9727,2.4758611330049263,0.5031611330049264,-0.4948367113791817,-0.3375469220096644,0.15728978936951732,0.3126032180390557,4,"[{""feature"": ""heat_degree_days_35"", ""from"": 0.0, ""to"": 0.007, ""standardized_delta"": 0.0053, ""prediction_gain_t_ha"": 0.0029}, {""feature"": ""max_1day_rain"", ""from"": 12.95, ""to"": 11.35, ""standardized_delta"": 0.3168, ""prediction_gain_t_ha"": 0.1011}, {""feature"": ""wet_days_1mm"", ""from"": 45.0, ""to"": 45.75, ""standardized_delta"": 0.0641, ""prediction_gain_t_ha"": 0.0164}, {""feature"": ""max_7day_rain"", ""from"": 26.73, ""to"": 28.425, ""standardized_delta"": 0.1591, ""prediction_gain_t_ha"": 0.037}]"
Wheat,Montana,2001,spring,rain_sum,drought,1.54,2.152728283998286,0.6127282839982859,-0.5190970626816218,-0.32775795746867015,0.19133910521295167,0.31227398866654393,4,"[{""feature"": ""rain_mean"", ""from"": 1.519, ""to"": 1.5118, ""standardized_delta"": 0.019, ""prediction_gain_t_ha"": 0.0056}, {""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.5585, ""prediction_gain_t_ha"": 0.0814}, {""feature"": ""rain_sum"", ""from"": 278.03, ""to"": 324.09, ""standardized_delta"": 0.6658, ""prediction_gain_t_ha"": 0.0948}, {""feature"": ""wet_days_1mm"", ""from"": 61.0, ""to"": 62.0, ""standardized_delta"": 0.0851, ""prediction_gain_t_ha"": 0.0094}]"
Barley,Minnesota,2002,spring,wet_days_1mm,excess_rain,2.2058,3.161413401973398,0.9556134019733982,-0.6992417737261957,-0.38108355089536455,0.3181582228308311,0.3329361247695099,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 0.6211, ""prediction_gain_t_ha"": 0.0793}, {""feature"": ""heavy_rain_days_10"", ""from"": 21.0, ""to"": 18.0, ""standardized_delta"": 0.5898, ""prediction_gain_t_ha"": 0.0702}, {""feature"": ""dry_spell_events_7d"", ""from"": 2.0, ""to"": 3.0, ""standardized_delta"": 0.693, ""prediction_gain_t_ha"": 0.0718}, {""feature"": ""wet_days_1mm"", ""from"": 81.0, ""to"": 71.0, ""standardized_delta"": 1.1573, ""prediction_gain_t_ha"": 0.0969}]"
Barley,Montana,2002,spring,heatwave_events_3d_30,heat,2.2596,2.647041788931787,0.3874417889317874,-0.42114471127634806,-0.24293719546061704,0.17820751581573102,0.45995945947664946,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.5585, ""prediction_gain_t_ha"": 0.125}, {""feature"": ""rain_sum"", ""from"": 344.03, ""to"": 350.57, ""standardized_delta"": 0.0945, ""prediction_gain_t_ha"": 0.0229}, {""feature"": ""rain_mean"", ""from"": 1.88, ""to"": 1.916, ""standardized_delta"": 0.0952, ""prediction_gain_t_ha"": 0.0129}, {""feature"": ""wet_days_1mm"", ""from"": 66.0, ""to"": 68.0, ""standardized_delta"": 0.1702, ""prediction_gain_t_ha"": 0.0175}]"
Barley,Nebraska,2002,spring,rain_mean,drought,1.7216,2.425227142857139,0.703627142857139,-0.704461715778606,-0.1685452375987114,0.5359164781798945,0.7616483866778635,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 8.0, ""to"": 7.0, ""standardized_delta"": 0.4169, ""prediction_gain_t_ha"": 0.0803}, {""feature"": ""rain_mean"", ""from"": 1.388, ""to"": 2.1335, ""standardized_delta"": 1.3011, ""prediction_gain_t_ha"": 0.1634}, {""feature"": ""rain_sum"", ""from"": 254.06, ""to"": 390.46, ""standardized_delta"": 1.301, ""prediction_gain_t_ha"": 0.1808}, {""feature"": ""wet_days_1mm"", ""from"": 53.0, ""to"": 61.5, ""standardized_delta"": 0.7649, ""prediction_gain_t_ha"": 0.1114}]"
Barley,North Dakota,2002,spring,heavy_rain_days_20,excess_rain,2.421,3.003649652509651,0.5826496525096512,-0.5490399414120543,-0.26325285990416214,0.2857870815078921,0.49049558388461967,4,"[{""feature"": ""rain_sum"", ""from"": 298.94, ""to"": 315.025, ""standardized_delta"": 0.1926, ""prediction_gain_t_ha"": 0.0961}, {""feature"": ""rain_mean"", ""from"": 1.634, ""to"": 1.7215, ""standardized_delta"": 0.1917, ""prediction_gain_t_ha"": 0.0725}, {""feature"": ""wet_days_1mm"", ""from"": 61.0, ""to"": 62.0, ""standardized_delta"": 0.1127, ""prediction_gain_t_ha"": 0.0227}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.491, ""prediction_gain_t_ha"": 0.0945}]"
Barley,South Dakota,2002,spring,heavy_rain_days_20,excess_rain,1.883,2.4424528505002376,0.5594528505002376,-0.6711256392108508,-0.36604446082102715,0.3050811783898236,0.5453206255308802,4,"[{""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.5349, ""prediction_gain_t_ha"": 0.1225}, {""feature"": ""rain_mean"", ""from"": 1.578, ""to"": 1.714, ""standardized_delta"": 0.3047, ""prediction_gain_t_ha"": 0.0904}, {""feature"": ""rain_sum"", ""from"": 288.76, ""to"": 313.58, ""standardized_delta"": 0.3039, ""prediction_gain_t_ha"": 0.0737}, {""feature"": ""max_7day_rain"", ""from"": 43.23, ""to"": 45.99, ""standardized_delta"": 0.1181, ""prediction_gain_t_ha"": 0.0185}]"
Canola,Minnesota,2002,spring,dry_spell_events_7d,drought,0.9976,1.486950837438414,0.4893508374384139,-0.5770004056995421,-0.3046186015050355,0.27238180419450664,0.556618653439592,4,"[{""feature"": ""dry_spell_events_7d"", ""from"": 2.0, ""to"": 3.0, ""standardized_delta"": 0.693, ""prediction_gain_t_ha"": 0.1058}, {""feature"": ""heavy_rain_days_10"", ""from"": 21.0, ""to"": 18.0, ""standardized_delta"": 0.5898, ""prediction_gain_t_ha"": 0.0666}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 5.0, ""to"": 3.0, ""standardized_delta"": 0.6009, ""prediction_gain_t_ha"": 0.0563}, {""feature"": ""heatwave_events_3d_30"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 0.6211, ""prediction_gain_t_ha"": 0.0437}]"
Canola,Montana,2002,spring,heatwave_events_3d_30,heat,1.0088,1.3980328449328505,0.3892328449328506,-0.36803508000271107,-0.2274319994673939,0.14060308053531717,0.3612312844759379,4,"[{""feature"": ""rain_sum"", ""from"": 344.03, ""to"": 350.57, ""standardized_delta"": 0.0945, ""prediction_gain_t_ha"": 0.0167}, {""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.5585, ""prediction_gain_t_ha"": 0.0984}, {""feature"": ""rain_mean"", ""from"": 1.88, ""to"": 1.916, ""standardized_delta"": 0.0952, ""prediction_gain_t_ha"": 0.0119}, {""feature"": ""wet_days_1mm"", ""from"": 66.0, ""to"": 68.0, ""standardized_delta"": 0.1702, ""prediction_gain_t_ha"": 0.0136}]"
Canola,North Dakota,2002,spring,heavy_rain_days_20,excess_rain,1.3562,1.6189015126050492,0.26270151260504915,-0.3684415641784167,-0.21434348321896307,0.15409808095945365,0.5865900025902321,4,"[{""feature"": ""rain_sum"", ""from"": 298.94, ""to"": 315.025, ""standardized_delta"": 0.1926, ""prediction_gain_t_ha"": 0.0521}, {""feature"": ""rain_mean"", ""from"": 1.634, ""to"": 1.7215, ""standardized_delta"": 0.1917, ""prediction_gain_t_ha"": 0.0472}, {""feature"": ""wet_days_1mm"", ""from"": 61.0, ""to"": 62.0, ""standardized_delta"": 0.1127, ""prediction_gain_t_ha"": 0.012}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.491, ""prediction_gain_t_ha"": 0.0428}]"
Oats,Colorado,2002,spring,dry_days_2mm,drought,1.7934,2.252713694581292,0.4593136945812919,-0.4190452642674034,-0.1578419184197166,0.2612033458476868,0.568681815781257,4,"[{""feature"": ""max_1day_rain"", ""from"": 12.88, ""to"": 10.7, ""standardized_delta"": 0.3366, ""prediction_gain_t_ha"": 0.0729}, {""feature"": ""wet_days_1mm"", ""from"": 45.0, ""to"": 51.4, ""standardized_delta"": 0.4979, ""prediction_gain_t_ha"": 0.0713}, {""feature"": ""dry_days_2mm"", ""from"": 158.0, ""to"": 149.2, ""standardized_delta"": 0.87, ""prediction_gain_t_ha"": 0.0744}, {""feature"": ""heavy_rain_days_10"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 0.5534, ""prediction_gain_t_ha"": 0.0427}]"
Oats,Nebraska,2002,spring,rain_mean,drought,1.5423,2.1177938266838243,0.5754938266838243,-0.5814970637994594,-0.18744868763589426,0.39404837616356514,0.684713471965799,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 8.0, ""to"": 7.0, ""standardized_delta"": 0.4169, ""prediction_gain_t_ha"": 0.0648}, {""feature"": ""rain_mean"", ""from"": 1.388, ""to"": 2.1335, ""standardized_delta"": 1.3011, ""prediction_gain_t_ha"": 0.1445}, {""feature"": ""max_7day_rain"", ""from"": 41.73, ""to"": 57.415, ""standardized_delta"": 0.5689, ""prediction_gain_t_ha"": 0.0567}, {""feature"": ""rain_sum"", ""from"": 254.06, ""to"": 390.46, ""standardized_delta"": 1.301, ""prediction_gain_t_ha"": 0.128}]"
Oats,North Dakota,2002,spring,max_7day_rain,excess_rain,1.5064,2.095646516516503,0.5892465165165028,-0.5379595942289306,-0.3334068559592416,0.204552738269689,0.34714288932747583,4,"[{""feature"": ""rain_sum"", ""from"": 298.94, ""to"": 315.025, ""standardized_delta"": 0.1926, ""prediction_gain_t_ha"": 0.087}, {""feature"": ""rain_mean"", ""from"": 1.634, ""to"": 1.7215, ""standardized_delta"": 0.1917, ""prediction_gain_t_ha"": 0.0657}, {""feature"": ""wet_days_1mm"", ""from"": 61.0, ""to"": 62.0, ""standardized_delta"": 0.1127, ""prediction_gain_t_ha"": 0.0192}, {""feature"": ""max_7day_rain"", ""from"": 42.26, ""to"": 48.565, ""standardized_delta"": 0.2616, ""prediction_gain_t_ha"": 0.0327}]"
Oats,South Dakota,2002,spring,heavy_rain_days_20,excess_rain,1.614,2.3005976619476556,0.6865976619476555,-0.6211700886267665,-0.3846133722166762,0.2365567164100903,0.3445346955290459,4,"[{""feature"": ""rain_mean"", ""from"": 1.578, ""to"": 1.714, ""standardized_delta"": 0.3047, ""prediction_gain_t_ha"": 0.0685}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.5349, ""prediction_gain_t_ha"": 0.1043}, {""feature"": ""max_7day_rain"", ""from"": 43.23, ""to"": 45.99, ""standardized_delta"": 0.1181, ""prediction_gain_t_ha"": 0.0186}, {""feature"": ""rain_sum"", ""from"": 288.76, ""to"": 313.58, ""standardized_delta"": 0.3039, ""prediction_gain_t_ha"": 0.0452}]"
Wheat,Colorado,2002,winter,wet_days_1mm,excess_rain,1.5333,2.288568871728872,0.7552688717288718,-0.6788833408508596,-0.1863760436007779,0.4925072972500817,0.6520953208659221,4,"[{""feature"": ""rain_mean"", ""from"": 0.515, ""to"": 0.8948, ""standardized_delta"": 1.9335, ""prediction_gain_t_ha"": 0.1349}, {""feature"": ""dry_days_1mm"", ""from"": 258.0, ""to"": 223.0, ""standardized_delta"": 2.5849, ""prediction_gain_t_ha"": 0.1706}, {""feature"": ""wet_days_1mm"", ""from"": 45.0, ""to"": 81.0, ""standardized_delta"": 2.6665, ""prediction_gain_t_ha"": 0.1192}, {""feature"": ""max_7day_rain"", ""from"": 12.8, ""to"": 30.3275, ""standardized_delta"": 1.2436, ""prediction_gain_t_ha"": 0.0679}]"
Wheat,Illinois,2002,winter,heatwave_events_3d_30,heat,3.2953,3.7840975375375194,0.4887975375375193,-0.43144443282441186,-0.31711583269077653,0.11432860013363533,0.23389765977464574,4,"[{""feature"": ""heavy_rain_days_20"", ""from"": 12.0, ""to"": 11.0, ""standardized_delta"": 0.2851, ""prediction_gain_t_ha"": 0.0399}, {""feature"": ""season_tmax_mean"", ""from"": 14.943, ""to"": 14.9685, ""standardized_delta"": 0.0221, ""prediction_gain_t_ha"": 0.0021}, {""feature"": ""rain_mean"", ""from"": 3.295, ""to"": 3.2685, ""standardized_delta"": 0.0562, ""prediction_gain_t_ha"": 0.0047}, {""feature"": ""heatwave_events_3d_30"", ""from"": 2.0, ""to"": 3.0, ""standardized_delta"": 0.8128, ""prediction_gain_t_ha"": 0.0676}]"
Wheat,Minnesota,2002,spring,wet_days_1mm,excess_rain,2.2865,3.0337430501930527,0.7472430501930525,-0.6549048761646884,-0.2710622112960771,0.3838426648686113,0.5136784674938688,4,"[{""feature"": ""dry_spell_events_7d"", ""from"": 2.0, ""to"": 3.0, ""standardized_delta"": 0.693, ""prediction_gain_t_ha"": 0.1108}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 5.0, ""to"": 3.0, ""standardized_delta"": 0.6009, ""prediction_gain_t_ha"": 0.0704}, {""feature"": ""wet_days_1mm"", ""from"": 81.0, ""to"": 71.0, ""standardized_delta"": 1.1573, ""prediction_gain_t_ha"": 0.1082}, {""feature"": ""dry_days_1mm"", ""from"": 102.0, ""to"": 112.0, ""standardized_delta"": 1.1573, ""prediction_gain_t_ha"": 0.0944}]"
Wheat,Montana,2002,spring,heatwave_events_3d_30,heat,1.5535,2.163399146289148,0.6098991462891479,-0.49401295041938487,-0.3062154020461853,0.18779754837319956,0.30791574232531616,4,"[{""feature"": ""rain_sum"", ""from"": 344.03, ""to"": 350.57, ""standardized_delta"": 0.0945, ""prediction_gain_t_ha"": 0.0227}, {""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.5585, ""prediction_gain_t_ha"": 0.1313}, {""feature"": ""rain_mean"", ""from"": 1.88, ""to"": 1.916, ""standardized_delta"": 0.0952, ""prediction_gain_t_ha"": 0.0134}, {""feature"": ""wet_days_1mm"", ""from"": 66.0, ""to"": 68.0, ""standardized_delta"": 0.1702, ""prediction_gain_t_ha"": 0.0204}]"
Wheat,Nebraska,2002,winter,rain_mean,drought,2.2193,2.659434118404114,0.4401341184041141,-0.40396571447821533,-0.023236015696438433,0.38072969878177687,0.8650310958901978,4,"[{""feature"": ""rain_sum"", ""from"": 289.9, ""to"": 304.79, ""standardized_delta"": 0.1326, ""prediction_gain_t_ha"": 0.0183}, {""feature"": ""wet_days_1mm"", ""from"": 53.0, ""to"": 73.0, ""standardized_delta"": 1.7319, ""prediction_gain_t_ha"": 0.1312}, {""feature"": ""dry_days_1mm"", ""from"": 250.0, ""to"": 236.5, ""standardized_delta"": 1.1639, ""prediction_gain_t_ha"": 0.0714}, {""feature"": ""rain_mean"", ""from"": 0.957, ""to"": 1.953, ""standardized_delta"": 2.689, ""prediction_gain_t_ha"": 0.1598}]"
Wheat,North Dakota,2002,spring,heavy_rain_days_20,excess_rain,1.836,2.3639458773058664,0.5279458773058663,-0.5304360306165717,-0.29017227878267804,0.2402637518338937,0.4550916337484657,4,"[{""feature"": ""rain_sum"", ""from"": 298.94, ""to"": 315.025, ""standardized_delta"": 0.1926, ""prediction_gain_t_ha"": 0.0899}, {""feature"": ""rain_mean"", ""from"": 1.634, ""to"": 1.7215, ""standardized_delta"": 0.1917, ""prediction_gain_t_ha"": 0.065}, {""feature"": ""wet_days_1mm"", ""from"": 61.0, ""to"": 62.0, ""standardized_delta"": 0.1127, ""prediction_gain_t_ha"": 0.0198}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.491, ""prediction_gain_t_ha"": 0.0655}]"
Wheat,South Dakota,2002,spring,heavy_rain_days_20,excess_rain,1.7754,2.548265478335466,0.772865478335466,-0.7095706384709873,-0.4142234226824415,0.29534721578854584,0.3821456955544713,4,"[{""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.5349, ""prediction_gain_t_ha"": 0.126}, {""feature"": ""rain_mean"", ""from"": 1.578, ""to"": 1.714, ""standardized_delta"": 0.3047, ""prediction_gain_t_ha"": 0.077}, {""feature"": ""rain_sum"", ""from"": 288.76, ""to"": 313.58, ""standardized_delta"": 0.3039, ""prediction_gain_t_ha"": 0.0735}, {""feature"": ""max_7day_rain"", ""from"": 43.23, ""to"": 45.99, ""standardized_delta"": 0.1181, ""prediction_gain_t_ha"": 0.0189}]"
Barley,Montana,2003,spring,rain_sum,drought,2.152,2.657026615186613,0.5050266151866127,-0.42955640899858005,-0.3301279590603764,0.09942844993820366,0.19687764357025775,4,"[{""feature"": ""rain_mean"", ""from"": 1.516, ""to"": 1.5118, ""standardized_delta"": 0.0111, ""prediction_gain_t_ha"": 0.002}, {""feature"": ""rain_sum"", ""from"": 277.36, ""to"": 324.09, ""standardized_delta"": 0.6754, ""prediction_gain_t_ha"": 0.0827}, {""feature"": ""growing_degree_days_base5"", ""from"": 1822.655, ""to"": 1818.135, ""standardized_delta"": 0.0279, ""prediction_gain_t_ha"": 0.0025}, {""feature"": ""max_3day_rain"", ""from"": 26.32, ""to"": 29.44, ""standardized_delta"": 0.1738, ""prediction_gain_t_ha"": 0.0122}]"
Barley,Washington,2003,spring,rain_mean,drought,2.5286,3.3467064092664085,0.8181064092664085,-0.8613911119560071,-0.3985641540469881,0.46282695790901907,0.5657295342839734,4,"[{""feature"": ""rain_mean"", ""from"": 0.669, ""to"": 0.9285, ""standardized_delta"": 0.8584, ""prediction_gain_t_ha"": 0.2641}, {""feature"": ""heat_degree_days_35"", ""from"": 0.0, ""to"": 0.007, ""standardized_delta"": 0.0053, ""prediction_gain_t_ha"": 0.0024}, {""feature"": ""rain_sum"", ""from"": 122.49, ""to"": 169.885, ""standardized_delta"": 0.8568, ""prediction_gain_t_ha"": 0.1718}, {""feature"": ""max_1day_rain"", ""from"": 12.08, ""to"": 11.35, ""standardized_delta"": 0.1445, ""prediction_gain_t_ha"": 0.0246}]"
Canola,Montana,2003,spring,rain_sum,drought,1.0536,1.4012006715506766,0.34760067155067653,-0.34465790923644357,-0.2685830555977902,0.07607485363865335,0.21885703873722936,4,"[{""feature"": ""rain_mean"", ""from"": 1.516, ""to"": 1.5118, ""standardized_delta"": 0.0111, ""prediction_gain_t_ha"": 0.0012}, {""feature"": ""rain_sum"", ""from"": 277.36, ""to"": 324.09, ""standardized_delta"": 0.6754, ""prediction_gain_t_ha"": 0.0662}, {""feature"": ""radiation_mean"", ""from"": 20.88, ""to"": 20.895, ""standardized_delta"": 0.027, ""prediction_gain_t_ha"": 0.0012}, {""feature"": ""max_3day_rain"", ""from"": 26.32, ""to"": 29.44, ""standardized_delta"": 0.1738, ""prediction_gain_t_ha"": 0.0075}]"
Oats,Washington,2003,spring,rain_mean,drought,1.7934,2.4512663546798024,0.6578663546798023,-0.5964251255413389,-0.30075257519124093,0.29567255035009793,0.44944166584413353,4,"[{""feature"": ""rain_mean"", ""from"": 0.669, ""to"": 0.9285, ""standardized_delta"": 0.8584, ""prediction_gain_t_ha"": 0.1475}, {""feature"": ""heat_degree_days_35"", ""from"": 0.0, ""to"": 0.007, ""standardized_delta"": 0.0053, ""prediction_gain_t_ha"": 0.0035}, {""feature"": ""max_1day_rain"", ""from"": 12.08, ""to"": 11.35, ""standardized_delta"": 0.1445, ""prediction_gain_t_ha"": 0.0207}, {""feature"": ""rain_sum"", ""from"": 122.49, ""to"": 169.885, ""standardized_delta"": 0.8568, ""prediction_gain_t_ha"": 0.124}]"
Barley,Kansas,2004,spring,heatwave_events_3d_30,heat,1.5064,2.216517285984761,0.7101172859847609,-0.5781939503404157,0.0019430596409516936,0.5781939503404157,0.814223173765726,1,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 13.0, ""to"": 9.0, ""standardized_delta"": 1.7889, ""prediction_gain_t_ha"": 0.5801}]"
Oats,Colorado,2004,spring,rain_mean,drought,1.9727,2.278193103448288,0.3054931034482882,-0.18709915019644052,-0.008562338382091824,0.1785368118143487,0.5844217424193676,3,"[{""feature"": ""rain_sum"", ""from"": 322.21, ""to"": 356.76, ""standardized_delta"": 0.6072, ""prediction_gain_t_ha"": 0.0931}, {""feature"": ""max_1day_rain"", ""from"": 16.28, ""to"": 16.57, ""standardized_delta"": 0.0448, ""prediction_gain_t_ha"": 0.0061}, {""feature"": ""rain_mean"", ""from"": 1.761, ""to"": 1.95, ""standardized_delta"": 0.6079, ""prediction_gain_t_ha"": 0.0793}]"
